,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
1053,39.64135479,-0.534211812,0.673114261,-0.793642095,0.427403819,0.917311843
1087,26.99520495,-0.569208622,0.729705938,-0.780052062,0.435360231,0.917311843
1111,27.77363547,-0.640479345,0.726110227,-0.882069031,0.377739478,0.917311843
1128,28.80284266,-0.614854876,0.726147087,-0.846735995,0.397142291,0.917311843
1131,5.946237059,-0.629186721,0.803426458,-0.783129203,0.433551244,0.917311843
1150,67.54168577,-0.56633332,0.722361198,-0.784002963,0.433038372,0.917311843
1159,14.99704028,-0.587883921,0.798530832,-0.736206916,0.461604784,0.917311843
1168,15.75831321,-0.662437595,0.798593729,-0.82950513,0.406818635,0.917311843
1170,21.96306077,0.542969515,0.714219719,0.760227561,0.447118573,0.917311843
1174,62.4553442,-0.45318583,0.559577896,-0.809870856,0.418014404,0.917311843
1179,16.4057974,-0.722685054,0.797630572,-0.906039813,0.36491478,0.917311843
1186,58.3483252,0.369505085,0.506507697,0.72951524,0.465686549,0.917311843
1190,16.09577393,-0.683623991,0.798415214,-0.856226157,0.391872697,0.917311843
1205,37.23225138,-0.485814207,0.662755864,-0.733021364,0.463545399,0.917311843
1227,30.46695922,0.589738875,0.632791292,0.931964271,0.35135499,0.917311843
1243,16.26762991,-0.611904265,0.79896512,-0.765871061,0.443753026,0.917311843
1252,6.673144071,0.730648539,0.799446532,0.913942971,0.360746813,0.917311843
221,31.43584656,0.446461146,0.627676636,0.711291643,0.476903529,0.919355112
514,14.74584943,-0.572619874,0.799898179,-0.715865956,0.474074122,0.919355112
626,7.269224838,0.575617734,0.800502822,0.719070212,0.47209766,0.919355112
655,8.497727807,0.568979157,0.799254973,0.711886915,0.476534806,0.919355112
1048,36.61598619,-0.468416719,0.658597491,-0.711233683,0.476939439,0.919355112
624,31.14713582,0.443923159,0.627227797,0.707754281,0.479097862,0.921046425
710,25.96866892,-0.514582913,0.730346732,-0.704573444,0.481075729,0.922382532
726,25.8333706,-0.511947307,0.730484319,-0.700832712,0.483407421,0.924388126
794,5.574041703,-0.555207608,0.800055608,-0.693961273,0.487706496,0.925226835
799,24.10400302,0.480833352,0.692197048,0.694648083,0.487275871,0.925226835
904,25.12583498,0.4809356,0.691517524,0.695478542,0.486755454,0.925226835
378,14.63276489,-0.552163852,0.798501443,-0.69150013,0.489251299,0.925258398
458,8.458605036,0.552960308,0.801581428,0.689836726,0.49029687,0.925258398
6,5.070231946,-0.464850735,0.799491623,-0.581432903,0.560948728,0.927722005
16,35.80266833,-0.366988043,0.663298835,-0.55327708,0.580073693,0.927722005
18,44.2299382,-0.258124646,0.608297559,-0.424339441,0.671318279,0.927722005
29,128.3595795,-0.219533877,0.412737889,-0.531896594,0.594797616,0.927722005
30,26.73561688,0.334895641,0.685490819,0.488548689,0.625161248,0.927722005
35,24.43741918,0.329246419,0.687956745,0.478585931,0.632233229,0.927722005
40,12.33586351,-0.344094318,0.799314727,-0.430486649,0.666841677,0.927722005
47,4.625782824,-0.392895028,0.800191695,-0.491001132,0.623425647,0.927722005
54,14.10520872,-0.515942128,0.801010024,-0.644114446,0.519501223,0.927722005
57,14.41787379,-0.537182131,0.798602879,-0.672652385,0.501168467,0.927722005
58,14.59274833,-0.53892362,0.800058386,-0.673605363,0.500562243,0.927722005
76,15.17075849,0.463185661,0.77394973,0.598469956,0.5495264,0.927722005
79,13.96217796,-0.478760381,0.799604116,-0.59874677,0.549341764,0.927722005
98,23.96255032,-0.317027262,0.739047772,-0.428967211,0.667947086,0.927722005
100,35.45109976,0.31906282,0.624846311,0.510626076,0.609612913,0.927722005
117,14.31284807,-0.510454712,0.798690669,-0.639114405,0.522748509,0.927722005
125,8.38898517,0.331946305,0.799168096,0.41536481,0.677874863,0.927722005
128,23.98700231,-0.41007553,0.735645111,-0.557436628,0.577229146,0.927722005
150,4.577967307,-0.340626504,0.799738517,-0.425922344,0.670164433,0.927722005
166,22.6456025,-0.299931526,0.739441762,-0.405618861,0.685022668,0.927722005
167,61.65667155,0.215813147,0.505150151,0.427225739,0.669214915,0.927722005
168,1.721748516,0.54191693,0.803326962,0.674590741,0.499935817,0.927722005
181,4.637533105,-0.37665734,0.800402406,-0.470584967,0.637937145,0.927722005
185,57.11560263,-0.29883673,0.561085778,-0.532604358,0.594307485,0.927722005
191,1.903365167,0.51745484,0.802655075,0.644678962,0.519135252,0.927722005
193,26.65112524,-0.424133016,0.734163326,-0.577709347,0.563460368,0.927722005
201,22.65265799,0.446793805,0.690662997,0.646905664,0.517693,0.927722005
218,41.66183206,0.293374469,0.574797941,0.510395825,0.609774181,0.927722005
220,9.132900369,0.349016728,0.799407997,0.436593991,0.662405821,0.927722005
239,47.85190677,-0.341066876,0.604837035,-0.563898797,0.572823009,0.927722005
241,7.64309574,0.406565069,0.799314432,0.508642222,0.611003028,0.927722005
252,12.7639449,-0.396150777,0.798708317,-0.495989298,0.619901962,0.927722005
286,17.3338313,0.313050825,0.767166128,0.408061322,0.683228655,0.927722005
299,1.996940585,0.398425437,0.805180863,0.494827256,0.620722063,0.927722005
300,12.25592322,-0.344914033,0.798810507,-0.431784547,0.665898012,0.927722005
314,2.179917796,0.329231159,0.801596332,0.410719393,0.681278305,0.927722005
322,34.369321,0.286292489,0.622302173,0.460053815,0.645477594,0.927722005
332,13.15064392,-0.416829434,0.799923942,-0.521086333,0.602306631,0.927722005
335,8.056209662,0.357504468,0.799208573,0.447323114,0.65464178,0.927722005
338,7.92665353,0.430376387,0.799430005,0.538354058,0.590332637,0.927722005
351,12.854702,-0.367870611,0.798715002,-0.460578066,0.645101351,0.927722005
361,35.23060395,0.265619547,0.623735849,0.425852622,0.67021524,0.927722005
365,14.17870383,-0.480333646,0.798914064,-0.601233184,0.547684685,0.927722005
372,13.62474273,-0.36495283,0.798752056,-0.456903776,0.64774021,0.927722005
385,32.12863046,0.390492948,0.624781537,0.625007182,0.531966345,0.927722005
392,35.52227186,-0.315768852,0.668617663,-0.472271178,0.63673324,0.927722005
418,2.115477275,0.357567624,0.802216794,0.445724431,0.655796314,0.927722005
422,24.3065504,-0.426910195,0.735154378,-0.580708226,0.561437116,0.927722005
424,8.811712913,0.443798318,0.799191233,0.555309292,0.578683124,0.927722005
432,1.83671358,0.494001033,0.807193394,0.611998359,0.540538843,0.927722005
450,13.600502,-0.455080729,0.798593842,-0.56985254,0.568777717,0.927722005
451,2.024735912,0.434094132,0.803012581,0.540581982,0.58879574,0.927722005
454,1.936786655,0.467121706,0.804723223,0.580474991,0.561594347,0.927722005
459,26.22798548,0.277768883,0.683621399,0.406319761,0.684507667,0.927722005
463,33.28766567,-0.29593204,0.663883204,-0.445759191,0.655771203,0.927722005
488,60.81066719,0.227499145,0.500848177,0.454227759,0.649664905,0.927722005
492,13.95766542,-0.383161256,0.79903297,-0.479531222,0.631560762,0.927722005
498,35.61208613,-0.356689553,0.66903262,-0.533142245,0.593935118,0.927722005
500,14.89607712,0.454136081,0.77296938,0.587521437,0.556853557,0.927722005
525,26.13180142,-0.484382605,0.731723972,-0.661974493,0.507987569,0.927722005
553,7.624259473,0.510423083,0.800044606,0.637993281,0.523478054,0.927722005
556,4.710944928,-0.372826739,0.800188263,-0.465923778,0.64127006,0.927722005
558,24.71360565,-0.415877481,0.73447317,-0.56622556,0.571240457,0.927722005
572,24.36647495,-0.376939875,0.736472811,-0.511817775,0.608778549,0.927722005
584,25.01692656,-0.451867667,0.733180073,-0.616311986,0.53768863,0.927722005
593,42.9169861,0.311063991,0.573852897,0.542062248,0.587775625,0.927722005
602,1.880034694,0.466245568,0.804637157,0.579448219,0.562286777,0.927722005
609,23.43826122,-0.337247436,0.738572514,-0.456620615,0.647943759,0.927722005
613,24.29650739,-0.395718793,0.744469469,-0.53154469,0.595041381,0.927722005
629,34.99068798,0.352171793,0.623998567,0.56437917,0.572496112,0.927722005
641,23.92527455,-0.377628345,0.739378622,-0.510737441,0.60953492,0.927722005
652,7.530308074,0.522633114,0.800618531,0.652786682,0.513893811,0.927722005
653,36.85714714,-0.396175369,0.671942136,-0.589597448,0.555460563,0.927722005
656,56.2081527,-0.288136856,0.561041624,-0.513574829,0.607549282,0.927722005
658,33.70601066,0.341957538,0.622895175,0.548980875,0.583018575,0.927722005
660,12.50340221,-0.324034848,0.799197528,-0.405450263,0.685146571,0.927722005
661,25.39799486,-0.454693082,0.770845863,-0.589862519,0.555282824,0.927722005
681,33.79500985,0.258201784,0.621951562,0.415147739,0.678033754,0.927722005
684,24.98856504,-0.35130296,0.737792106,-0.476154403,0.633964381,0.927722005
707,5.175542848,-0.489235205,0.799748472,-0.611736343,0.540712212,0.927722005
714,24.17948969,-0.414951092,0.734636065,-0.564838989,0.572183285,0.927722005
724,34.04967139,-0.303794413,0.664066457,-0.45747592,0.647329006,0.927722005
732,13.73997956,-0.347578665,0.799097102,-0.434964242,0.663588383,0.927722005
740,15.26482958,-0.514948665,0.798758906,-0.644685976,0.519130706,0.927722005
741,24.54808898,-0.418827065,0.734629267,-0.57012031,0.568596101,0.927722005
745,55.06483368,-0.292016346,0.573420781,-0.509253162,0.610574784,0.927722005
755,24.05276245,0.366547767,0.686689978,0.533789306,0.593487313,0.927722005
757,12.75042664,-0.401592688,0.798873059,-0.502699,0.615175913,0.927722005
759,14.7688741,-0.426997977,0.799801581,-0.533879886,0.593424639,0.927722005
761,16.21818899,0.437359827,0.772659856,0.566044455,0.571363561,0.927722005
769,25.358058,-0.473546105,0.732585955,-0.646403472,0.518018093,0.927722005
785,24.52435998,-0.337707552,0.737915243,-0.45765087,0.64720329,0.927722005
795,57.87126106,0.332071292,0.504683871,0.657978808,0.510551749,0.927722005
805,1.837134315,0.512186622,0.810452605,0.631976033,0.527402539,0.927722005
814,36.88336004,-0.386777665,0.667033765,-0.579847206,0.562017661,0.927722005
828,34.17938425,0.255778215,0.625179897,0.409127383,0.682446182,0.927722005
852,25.08010912,0.380756919,0.688990332,0.552630279,0.580516604,0.927722005
866,32.96687373,0.342151384,0.623033824,0.549169837,0.582888902,0.927722005
868,22.60753284,-0.314716663,0.738984434,-0.425877256,0.670197289,0.927722005
872,69.25323602,0.242247264,0.487005162,0.497422375,0.61889123,0.927722005
883,15.75165136,0.340799671,0.767997128,0.44375123,0.657222452,0.927722005
898,24.51161466,-0.313973154,0.739013633,-0.424854347,0.670942857,0.927722005
908,24.59483484,-0.465206118,0.733009005,-0.634652664,0.525654972,0.927722005
915,15.54782957,0.522764118,0.775459315,0.67413481,0.50022561,0.927722005
925,32.54326225,-0.272053788,0.669224469,-0.406520981,0.684359844,0.927722005
928,4.72000762,-0.41993726,0.799680352,-0.525131397,0.599491852,0.927722005
934,4.530658163,-0.353602853,0.799598198,-0.442225676,0.658325908,0.927722005
946,4.660231454,-0.392366636,0.800606391,-0.490086815,0.624072468,0.927722005
951,4.620806485,-0.388490065,0.800651018,-0.485217725,0.62752191,0.927722005
957,8.014697712,0.355663156,0.800194094,0.444471108,0.656702013,0.927722005
967,14.13925457,-0.512419338,0.798733017,-0.641540198,0.521171773,0.927722005
985,4.580504028,-0.362067132,0.799674251,-0.452768276,0.65071561,0.927722005
988,2.24678083,0.346346647,0.80416066,0.430693348,0.666691356,0.927722005
989,15.4895515,0.374582027,0.770292727,0.486285296,0.626764903,0.927722005
992,25.01853105,-0.4697011,0.732904477,-0.640876287,0.521603063,0.927722005
1014,15.61828511,0.372763339,0.769687603,0.48430472,0.628169627,0.927722005
1022,35.98024578,-0.361609605,0.663781071,-0.544772397,0.585910065,0.927722005
1030,14.26862705,-0.505485857,0.79920503,-0.632485831,0.527069464,0.927722005
1032,52.86815864,0.235549091,0.540395567,0.435882721,0.662921822,0.927722005
1033,7.855997732,0.373432323,0.800221633,0.466661119,0.640742351,0.927722005
1035,24.55029613,-0.395632561,0.735440347,-0.537953299,0.590609291,0.927722005
1040,7.190877878,0.522105377,0.799622097,0.652940156,0.51379486,0.927722005
1047,13.0148968,-0.394335026,0.798624411,-0.493767809,0.62147017,0.927722005
1050,35.09537483,-0.39763016,0.662395243,-0.600291389,0.548312056,0.927722005
1065,23.17818277,-0.314400744,0.738983705,-0.425450172,0.670508538,0.927722005
1085,25.31104814,-0.470732617,0.732366974,-0.642755114,0.520383013,0.927722005
1089,16.49497202,0.314545372,0.76767371,0.409738366,0.681997883,0.927722005
1095,7.913789083,0.418232084,0.799200777,0.523312909,0.600756519,0.927722005
1103,23.42314161,-0.358298597,0.737022727,-0.486143213,0.62686563,0.927722005
1114,51.00013921,0.261291492,0.558201688,0.468095131,0.639716561,0.927722005
1125,24.33719819,0.453146898,0.689907741,0.656822458,0.511295082,0.927722005
1161,7.694517488,0.4155113,0.800283679,0.519205015,0.603617782,0.927722005
1164,14.50493359,-0.526977904,0.799694432,-0.658974082,0.509912412,0.927722005
1166,34.49191289,-0.298695392,0.664551676,-0.449469022,0.65309335,0.927722005
1171,48.99861448,-0.416760378,0.645774491,-0.645365192,0.518690555,0.927722005
1172,97.18751662,0.239827721,0.445638994,0.538165924,0.590462503,0.927722005
1175,69.02675879,-0.315703289,0.526894685,-0.599177213,0.549054716,0.927722005
1204,4.84282707,-0.4187002,0.801367917,-0.52248186,0.601334873,0.927722005
1206,24.0712669,-0.40786375,0.736028502,-0.554141245,0.579482185,0.927722005
1208,8.87067068,0.408014242,0.80040089,0.509762355,0.610217962,0.927722005
1209,4.512574665,-0.346287641,0.799659823,-0.43304369,0.66498303,0.927722005
1216,4.480345113,-0.329374104,0.799426782,-0.412012847,0.680330007,0.927722005
1219,12.86785867,-0.388408989,0.798727277,-0.486284869,0.626765206,0.927722005
1220,37.30890297,-0.307996691,0.665420982,-0.462859902,0.643464791,0.927722005
1222,12.9166999,-0.384841058,0.798638002,-0.481871707,0.629897086,0.927722005
1223,26.05611373,-0.453833978,0.732783024,-0.619329273,0.535699464,0.927722005
1224,33.86018806,0.312641682,0.626499577,0.499029359,0.617758701,0.927722005
1226,15.86593361,0.350700989,0.769551938,0.455721013,0.648590609,0.927722005
1228,25.22079021,-0.406604165,0.735133912,-0.553102174,0.580193448,0.927722005
1242,47.89883845,-0.358943046,0.604330804,-0.593951266,0.552544709,0.927722005
50,2.208647936,0.323382059,0.805803099,0.401316474,0.688187136,0.930087501
104,12.58497936,-0.314718811,0.798746072,-0.394016098,0.693569154,0.932105087
206,12.00362521,-0.316995709,0.799623857,-0.39643103,0.691787079,0.932105087
674,12.07315317,-0.314782397,0.798638356,-0.394148859,0.69347114,0.932105087
268,2.342713025,0.307303077,0.802906778,0.382738177,0.701913905,0.932857851
447,23.86268712,-0.28950729,0.739947326,-0.391253917,0.695609558,0.932857851
465,4.405856344,-0.308142071,0.800118317,-0.385120631,0.700148043,0.932857851
590,12.23256296,-0.306163482,0.798741044,-0.383307562,0.701491733,0.932857851
842,25.07887278,0.263031252,0.68499465,0.383990229,0.70098569,0.932857851
958,36.42285738,0.24032632,0.620980667,0.387010953,0.698748099,0.932857851
36,35.37147057,0.233383638,0.621954894,0.375242065,0.707480449,0.935493145
921,8.32658316,0.299565545,0.799241596,0.374812256,0.707800099,0.935493145
1091,63.34258574,-0.199899965,0.531114869,-0.376378025,0.706635881,0.935493145
806,34.91804359,-0.246098133,0.665765738,-0.369646738,0.711645722,0.938850044
176,4.16865671,-0.287859414,0.800533709,-0.359584376,0.719157969,0.94539592
570,21.96972863,-0.266338358,0.740902246,-0.359478406,0.719237229,0.94539592
51,4.14795789,-0.28047889,0.799445154,-0.350841942,0.72570693,0.94589857
88,22.00606389,-0.260183461,0.742981943,-0.350188134,0.726197511,0.94589857
384,25.42668618,0.240560122,0.682480674,0.352479024,0.724479047,0.94589857
792,51.24000139,0.228453665,0.643052506,0.355264404,0.72239152,0.94589857
1116,9.716638586,0.281316914,0.7993063,0.351951329,0.724874764,0.94589857
1076,4.172130755,-0.275094799,0.799455379,-0.344102756,0.73076901,0.95013186
20,64.24399647,0.161464588,0.503447948,0.320717541,0.748424453,0.953307582
85,32.3123641,-0.223536441,0.666229772,-0.335524545,0.737229433,0.953307582
91,3.982766844,-0.254514018,0.800235912,-0.318048733,0.750447971,0.953307582
265,11.67344992,-0.260031471,0.801862455,-0.324284382,0.745722743,0.953307582
301,12.79450625,-0.257654945,0.799511353,-0.322265524,0.747251549,0.953307582
350,3.944822689,-0.254860197,0.800796931,-0.318258209,0.750289082,0.953307582
403,17.75641095,0.250825972,0.764470487,0.328104192,0.742832885,0.953307582
443,61.08689694,0.177615725,0.531864574,0.333949154,0.738417927,0.953307582
743,43.72976093,-0.202835786,0.618448172,-0.327975399,0.742930264,0.953307582
1113,4.157243925,-0.267937309,0.799965162,-0.334936222,0.737673198,0.953307582
1132,4.140218391,-0.265821022,0.80075012,-0.33196501,0.73991568,0.953307582
1183,8.74267129,0.260374879,0.799237583,0.325779073,0.744591513,0.953307582
1196,9.645524851,0.261922622,0.798971614,0.327824691,0.743044218,0.953307582
893,3.996982508,-0.252027359,0.799954608,-0.315052075,0.752722115,0.954510055
59,22.12442528,-0.230678663,0.742652763,-0.310614427,0.756093758,0.955415487
359,11.82632843,-0.249051165,0.798711191,-0.311816296,0.755180138,0.955415487
523,3.848995008,-0.242046439,0.80084867,-0.302237424,0.762471077,0.958420812
689,2.375201168,0.245061927,0.807638654,0.303430161,0.761562063,0.958420812
977,8.316118558,0.243494086,0.799448011,0.304577761,0.76068776,0.958420812
106,27.38367299,0.196354406,0.68133175,0.288192069,0.77319972,0.958523503
109,42.30225485,-0.189699381,0.638618575,-0.297046451,0.766431046,0.958523503
247,8.544988061,0.234071793,0.799065431,0.292931948,0.769574169,0.958523503
308,11.85622377,-0.22890849,0.799013486,-0.286488894,0.774503698,0.958523503
411,21.83085139,-0.215617186,0.743322582,-0.290072158,0.771761035,0.958523503
539,11.64718017,-0.238917609,0.799637837,-0.298782271,0.765106179,0.958523503
810,8.886737724,0.227511712,0.799164988,0.284686786,0.775884115,0.958523503
870,43.78018526,-0.178394671,0.608771095,-0.293040639,0.769491089,0.958523503
919,43.27115371,-0.192019577,0.673899751,-0.284937895,0.775691723,0.958523503
1027,21.23496629,-0.21793553,0.743357834,-0.293177149,0.76938675,0.958523503
1044,22.38240153,-0.209197374,0.744239064,-0.281088945,0.77864218,0.960280836
14,2.464335576,0.215835083,0.801988076,0.269125053,0.787833452,0.960774699
72,2.587924023,0.176991319,0.800657638,0.221057429,0.825047717,0.960774699
87,17.86501791,0.143647744,0.758872221,0.189291082,0.849864685,0.960774699
126,36.91754657,0.132392673,0.617835862,0.214284539,0.830325174,0.960774699
152,21.84203113,-0.151279014,0.747943773,-0.202259875,0.839713567,0.960774699
157,18.79764744,0.149633244,0.759773146,0.196944634,0.843870865,0.960774699
177,3.659199448,-0.154532757,0.799759384,-0.193224062,0.846783495,0.960774699
178,53.69443803,-0.140135228,0.564963536,-0.248042961,0.804101167,0.960774699
198,3.791325486,-0.221213935,0.802023303,-0.275819835,0.782686448,0.960774699
217,20.50067175,-0.150404212,0.747095453,-0.201318601,0.840449458,0.960774699
256,3.854640874,-0.209968793,0.803225267,-0.261407107,0.793778577,0.960774699
261,30.41323771,-0.151914716,0.678069512,-0.224040034,0.822726153,0.960774699
283,12.21641666,-0.171637705,0.798744326,-0.214884412,0.829857438,0.960774699
304,30.35864909,-0.12857513,0.670883023,-0.191650594,0.848015908,0.960774699
369,51.91297866,-0.128719103,0.564966564,-0.227834904,0.819774591,0.960774699
383,18.34890096,0.204886605,0.761766098,0.268962619,0.787958449,0.960774699
389,27.07439771,0.136403388,0.678775017,0.200955227,0.840733583,0.960774699
449,46.28957191,0.128309264,0.569959727,0.225119877,0.821886018,0.960774699
452,21.26171166,-0.182379817,0.744970449,-0.244814835,0.806599807,0.960774699
476,37.11347829,0.121240744,0.617478435,0.196348143,0.844337682,0.960774699
519,10.93862921,-0.154224665,0.798943705,-0.19303571,0.846931002,0.960774699
536,21.01633121,-0.187871656,0.744624759,-0.2523038,0.800806251,0.960774699
588,3.656006815,-0.170812077,0.800569857,-0.213363113,0.83104375,0.960774699
615,37.31525254,0.124764439,0.618958723,0.201571502,0.840251726,0.960774699
631,3.963687956,-0.213789632,0.800816423,-0.266964595,0.789496421,0.960774699
636,27.11798221,0.129307147,0.678657823,0.190533643,0.848890983,0.960774699
754,20.94601824,-0.169544727,0.74515442,-0.227529653,0.820011914,0.960774699
788,17.65008562,0.144759664,0.759464044,0.19060766,0.848832989,0.960774699
790,3.836865334,-0.168365959,0.801209583,-0.210139722,0.833558624,0.960774699
811,21.19682825,-0.170974782,0.745081644,-0.229471205,0.818502699,0.960774699
827,36.88773993,0.149964386,0.617722892,0.242769676,0.808183828,0.960774699
838,26.971797,0.136252526,0.67931534,0.20057331,0.84103223,0.960774699
886,17.06113075,0.183902773,0.761243753,0.24158198,0.809104086,0.960774699
905,35.26201691,0.1342985,0.618399424,0.217171126,0.828074985,0.960774699
922,3.689052061,-0.174983655,0.800043553,-0.218717662,0.82686999,0.960774699
929,11.98478562,-0.160953706,0.798906421,-0.201467534,0.840333013,0.960774699
965,3.652285045,-0.164585854,0.801476911,-0.205353207,0.837296176,0.960774699
975,40.98737901,-0.12053477,0.611334763,-0.197166556,0.843697201,0.960774699
986,17.43394914,0.149734623,0.759325447,0.197194264,0.843675519,0.960774699
1037,3.717557388,-0.19442525,0.799984253,-0.243036347,0.807977241,0.960774699
1052,2.588012614,0.1663462,0.804398847,0.206795672,0.836169436,0.960774699
1067,12.40399698,-0.195462719,0.800592519,-0.244147571,0.807116531,0.960774699
1072,32.37186195,-0.156060981,0.671230225,-0.232499931,0.816149741,0.960774699
1123,51.98125254,-0.122705237,0.569798241,-0.215348571,0.829495563,0.960774699
1138,93.28699253,-0.127004531,0.456336508,-0.278313326,0.780771847,0.960774699
1154,3.965478639,-0.219099648,0.799578814,-0.274018826,0.784070154,0.960774699
1162,51.20004147,-0.110311372,0.57345142,-0.192363936,0.84745714,0.960774699
1188,22.2357151,-0.170834284,0.745041341,-0.22929504,0.818639608,0.960774699
1231,26.52701363,0.154428975,0.679277729,0.227342908,0.82015711,0.960774699
1233,23.49882389,-0.197854658,0.745419266,-0.265427347,0.790680272,0.960774699
1238,26.51077274,0.185009676,0.682485823,0.27108208,0.786327904,0.960774699
1250,36.80378988,0.133184053,0.618356704,0.215383858,0.829468054,0.960774699
1257,45.97080276,0.133318936,0.572988186,0.232673098,0.816015261,0.960774699
52,49.32965215,-0.095627094,0.575499022,-0.166163783,0.86802806,0.968100529
141,30.40569514,-0.118396686,0.669759212,-0.176775002,0.859685126,0.968100529
151,2.656707622,0.125429712,0.801565748,0.156480877,0.875653991,0.968100529
171,18.92804739,0.11974633,0.758420994,0.157888997,0.874544268,0.968100529
190,22.68131262,-0.127811638,0.747021564,-0.171094978,0.864149085,0.968100529
243,3.475119972,-0.134737232,0.800205384,-0.168378313,0.866285668,0.968100529
355,18.89153642,0.131120408,0.75862691,0.17283912,0.862777886,0.968100529
400,28.24289294,0.105793899,0.680982666,0.155354761,0.876541647,0.968100529
409,2.777152838,0.124515662,0.800461656,0.155554811,0.876383947,0.968100529
441,42.94781501,-0.10472705,0.629642714,-0.16632774,0.867899037,0.968100529
773,30.4156653,-0.105454916,0.670329095,-0.157318125,0.874994136,0.968100529
954,3.595646744,-0.130002604,0.800596777,-0.162382123,0.871004948,0.968100529
996,17.41127622,0.132465205,0.758670341,0.174601797,0.861392537,0.968100529
1137,3.537705552,-0.135538102,0.801520771,-0.169101173,0.865717063,0.968100529
1156,21.18866244,-0.119011685,0.748088028,-0.159087809,0.873599693,0.968100529
273,31.1975269,-0.10071016,0.67473819,-0.14925813,0.881349953,0.971918123
274,3.465441374,-0.115444536,0.800478834,-0.144219348,0.885327263,0.973122897
542,2.833035757,0.114333318,0.80104158,0.142730816,0.886502779,0.973122897
763,12.10108834,-0.114530071,0.801724455,-0.142854655,0.886404971,0.973122897
1046,18.18829205,0.099729927,0.75728888,0.131693372,0.895226828,0.981201356
45,21.17288515,-0.093757621,0.748325683,-0.125289861,0.900294079,0.981533442
490,37.83746782,0.07622802,0.617976502,0.123351,0.901829157,0.981533442
501,9.566006632,0.098870154,0.799471807,0.123669344,0.901577086,0.981533442
508,28.5162316,0.079609007,0.677429364,0.117516321,0.906450911,0.981533442
579,9.776907981,0.100573061,0.799353475,0.125818007,0.899875987,0.981533442
643,18.10693706,0.091133427,0.757649889,0.120284353,0.904257899,0.981533442
859,69.68301968,-0.070307733,0.592793417,-0.118604106,0.905589012,0.981533442
1192,10.55984398,0.094126092,0.798807459,0.117833267,0.90619977,0.981533442
120,9.414281033,0.08568891,0.800500058,0.107044227,0.914753894,0.986469748
342,38.08482513,0.063147389,0.617062444,0.102335493,0.918490384,0.986469748
393,36.09674263,0.07304228,0.770937224,0.094744783,0.924517546,0.986469748
647,18.28920719,0.080643764,0.778680424,0.103564648,0.917514843,0.986469748
752,9.643546108,0.076012017,0.798821279,0.095155223,0.924191535,0.986469748
887,29.62454629,-0.072346151,0.67139278,-0.107755331,0.914189777,0.986469748
972,21.04102001,-0.071152388,0.749530771,-0.094929243,0.924371029,0.986469748
983,19.98102438,-0.076962044,0.751176877,-0.102455289,0.9183953,0.986469748
1055,3.310842009,-0.075156215,0.810303738,-0.09275067,0.926101641,0.986469748
1101,48.4986104,-0.056304528,0.56654631,-0.09938204,0.920834942,0.986469748
1198,48.59294799,0.053092043,0.568866797,0.093329481,0.925641812,0.986469748
513,3.376266904,-0.064990505,0.800419847,-0.081195519,0.935286463,0.992101618
547,19.59854238,-0.063213276,0.749741503,-0.084313428,0.932807236,0.992101618
1210,67.45988458,0.040581779,0.501682621,0.080891338,0.935528368,0.992101618
12,37.78959429,0.03680578,0.614375035,0.059907676,0.952229167,0.992411529
69,10.35500559,-0.02173942,0.7990908,-0.027205194,0.978296073,0.992411529
230,40.31433842,-0.041538625,0.614532023,-0.067593915,0.946108899,0.992411529
232,19.5624353,-0.024299927,0.751809512,-0.03232192,0.974215329,0.992411529
270,10.13633682,-0.032414394,0.799099507,-0.040563651,0.967643763,0.992411529
399,2.864542434,0.057560222,0.802620811,0.071715337,0.94282845,0.992411529
468,19.64120764,0.036220346,0.754584508,0.048000384,0.961715937,0.992411529
543,19.64083926,0.041207823,0.75452208,0.054614469,0.956445612,0.992411529
550,3.076602033,0.021454313,0.800145194,0.026813025,0.978608865,0.992411529
596,2.920211008,0.027070301,0.802074731,0.033750348,0.97307623,0.992411529
598,3.189791463,-0.024778391,0.799970651,-0.030974126,0.975290175,0.992411529
645,19.19752666,-0.021737566,0.751557092,-0.028923373,0.976925704,0.992411529
722,3.00338711,0.024228047,0.800514013,0.030265612,0.975855221,0.992411529
738,19.80805402,0.020638513,0.754121561,0.027367621,0.978166523,0.992411529
767,30.57466823,-0.042407885,0.67331542,-0.062983683,0.949779498,0.992411529
797,20.02253057,-0.042316479,0.751429343,-0.056314648,0.95509115,0.992411529
807,20.57971576,-0.030086026,0.751087449,-0.040056622,0.968047985,0.992411529
813,20.36350844,-0.042232911,0.750638672,-0.056262637,0.955132583,0.992411529
819,41.12916663,-0.033282306,0.614876123,-0.054128474,0.956832806,0.992411529
857,19.10674247,-0.03444188,0.753048044,-0.04573663,0.963520167,0.992411529
861,49.18777221,0.040836931,0.574145858,0.071126406,0.943297153,0.992411529
889,21.01461054,0.02770024,0.754264677,0.036724827,0.970704413,0.992411529
917,28.3842489,0.049094868,0.676661464,0.07255455,0.942160596,0.992411529
927,30.78974703,-0.045755279,0.672373556,-0.068050385,0.945745526,0.992411529
960,38.93086097,-0.045146387,0.612572706,-0.073699639,0.941249386,0.992411529
1078,29.98775222,-0.019797382,0.673059511,-0.029414015,0.976534395,0.992411529
1093,31.31058884,-0.044780345,0.673843843,-0.066455077,0.947015522,0.992411529
