,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
565,21.19752998,-1.872883165,0.79850367,-2.345490991,0.019002038,0.865210325
568,10.512512,-1.184336631,0.798677329,-1.48287248,0.138108294,0.865210325
576,71.19464793,-1.413815003,0.669626846,-2.111347555,0.034742449,0.865210325
582,8.427579747,-0.983445733,0.799838298,-1.229555693,0.21886353,0.865210325
603,24.63180558,-1.191549526,0.784420511,-1.519018829,0.128757757,0.865210325
607,20.85036762,-0.998780483,0.792179164,-1.260801254,0.207380462,0.865210325
608,0.595700347,1.459387372,0.828155569,1.762214042,0.078033141,0.865210325
610,21.39483037,-0.964257902,0.791876145,-1.217687777,0.223342644,0.865210325
612,10.64228623,1.346488946,0.800080905,1.682940985,0.092386516,0.865210325
618,23.39463345,-1.116078938,0.789921515,-1.412898517,0.157685565,0.865210325
619,16.35521056,-1.606063476,0.798526739,-2.011283276,0.044295544,0.865210325
627,12.45296424,-1.359639768,0.798629944,-1.7024653,0.088668178,0.865210325
632,10.01242085,-1.125302966,0.799341049,-1.407788288,0.15919377,0.865210325
649,10.05953778,-1.165405365,0.799094862,-1.458406781,0.144728453,0.865210325
650,23.26503973,-1.149082155,0.786334286,-1.461315087,0.143928991,0.865210325
651,12.05765639,-1.322532138,0.798935495,-1.655367858,0.097849902,0.865210325
664,22.02571282,-1.88565145,0.800153844,-2.356611124,0.018442549,0.865210325
667,12.4186949,-1.345809723,0.798751987,-1.684890611,0.092009678,0.865210325
668,33.07928906,-0.860437931,0.728750041,-1.180703783,0.237720418,0.865210325
670,25.65506057,-1.239067725,0.783292372,-1.581871302,0.113678954,0.865210325
673,20.33883405,-1.814256034,0.79849909,-2.272082782,0.023081511,0.865210325
676,21.68960964,-0.962438723,0.791909467,-1.215339332,0.224236697,0.865210325
682,23.99034583,-1.170109729,0.785049413,-1.490491821,0.136094966,0.865210325
690,8.876794827,-1.016300727,0.798815441,-1.272259742,0.203280847,0.865210325
693,34.82319911,-0.957538043,0.712546281,-1.343825753,0.17900474,0.865210325
699,22.87416888,-1.942182595,0.798402077,-2.432587103,0.014991385,0.865210325
701,21.56594429,-1.038370301,0.789332958,-1.31550354,0.188340728,0.865210325
705,9.672941715,-1.106640927,0.798807849,-1.385365615,0.1659407,0.865210325
712,50.76136095,-0.95932274,0.673859008,-1.423625313,0.154554964,0.865210325
716,42.6065634,-1.203591564,0.725589748,-1.65877697,0.097160743,0.865210325
728,10.63805312,-1.20138453,0.798577998,-1.504404745,0.132477183,0.865210325
736,290.7516668,-0.897272936,0.741604553,-1.209907534,0.226314376,0.865210325
744,70.13374832,-1.352857352,0.726148809,-1.863058006,0.062454106,0.865210325
748,20.59236416,-1.828183086,0.798319727,-2.290038721,0.022019072,0.865210325
764,31.74540858,-1.489354682,0.775719095,-1.919966507,0.05486213,0.865210325
776,11.86161783,-1.321276486,0.798611099,-1.654467972,0.098032466,0.865210325
781,20.44454646,-0.950015996,0.798486513,-1.189770873,0.234136461,0.865210325
798,12.30956863,0.959069322,0.79027366,1.213591406,0.22490379,0.865210325
801,15.80368322,-1.60226484,0.798557864,-2.006448014,0.04480847,0.865210325
803,16.31939144,-1.599289831,0.798570778,-2.00269015,0.045210557,0.865210325
804,35.47910983,-0.969373014,0.712740037,-1.36006533,0.173809251,0.865210325
815,26.62231213,-1.284155958,0.782142427,-1.641844137,0.100622309,0.865210325
817,17.6282859,-1.691682528,0.798447764,-2.118714091,0.034114637,0.865210325
825,31.72077133,-1.487135765,0.775103097,-1.918629627,0.055031223,0.865210325
831,34.43449936,-0.930362133,0.723909714,-1.28519084,0.198725604,0.865210325
835,19.14781663,-1.784184205,0.798538725,-2.234311435,0.025462588,0.865210325
846,20.79835637,-0.978761468,0.79145411,-1.23666231,0.216212477,0.865210325
848,21.75393251,-1.034488982,0.795272768,-1.300797694,0.193327712,0.865210325
865,22.33792174,-1.093547754,0.787662156,-1.38834619,0.165031653,0.865210325
874,8.949688575,-1.038085394,0.799250956,-1.298822837,0.194004736,0.865210325
875,15.48687349,-1.57177295,0.799633753,-1.965616065,0.049342977,0.865210325
876,42.43805284,0.735493067,0.546540911,1.345723718,0.178391634,0.865210325
891,45.64998776,1.013759002,0.528085374,1.919687708,0.054897358,0.865210325
896,12.19261215,-1.300867879,0.799150403,-1.627813581,0.10356442,0.865210325
901,22.32413681,-1.038541182,0.789462573,-1.315504013,0.18834057,0.865210325
911,42.96173106,-1.204581017,0.705590428,-1.707195803,0.087785665,0.865210325
923,19.71811456,-0.935864587,0.793551029,-1.179337626,0.238263761,0.865210325
930,22.08381335,-1.922530803,0.798884055,-2.406520436,0.016105303,0.865210325
931,36.00991389,0.747175016,0.582830516,1.281976486,0.199850895,0.865210325
933,9.271730924,-1.068365053,0.799827773,-1.33574388,0.181633002,0.865210325
936,64.43452758,-0.857559669,0.685433046,-1.251120985,0.21089034,0.865210325
940,35.36228293,-0.977745312,0.712077962,-1.373087448,0.169725163,0.865210325
944,19.52956738,-1.800801217,0.798721061,-2.254605899,0.024158077,0.865210325
947,76.68111666,-1.137298201,0.71455564,-1.591616016,0.111471009,0.865210325
949,52.98291205,-0.978197391,0.690767001,-1.416103245,0.156745278,0.865210325
970,23.67615672,-1.113545962,0.787345083,-1.41430484,0.157272416,0.865210325
973,20.87700004,-0.940631269,0.793162846,-1.185924522,0.235652108,0.865210325
974,5.187091325,1.505547533,0.803032968,1.874826555,0.060816589,0.865210325
981,91.81329599,-0.910314196,0.514219378,-1.770283723,0.076679888,0.865210325
1000,13.67263702,1.159232808,0.796022873,1.456280776,0.145315018,0.865210325
1003,9.534601627,-1.108293611,0.799023952,-1.387059309,0.165423678,0.865210325
1007,66.20928089,0.776287534,0.460528114,1.685646348,0.091863936,0.865210325
1025,19.19033016,0.962203446,0.709467581,1.356233142,0.175025,0.865210325
1038,24.77379658,-1.230342842,0.783238014,-1.570841584,0.11621945,0.865210325
1051,34.55486731,-0.852573003,0.716651229,-1.189662375,0.234179119,0.865210325
1056,59.81641892,-1.235281748,0.634990276,-1.945355377,0.051732221,0.865210325
1070,41.19880508,-1.162049645,0.723707001,-1.60569076,0.108341872,0.865210325
1074,21.54647282,-0.986730779,0.791018245,-1.247418483,0.212244093,0.865210325
1080,25.79513028,-1.227770896,0.788043937,-1.557998023,0.119233717,0.865210325
1096,15.45095983,-1.572636793,0.798777652,-1.968804196,0.04897558,0.865210325
1098,20.29561151,-0.980678058,0.791256968,-1.239392634,0.215200128,0.865210325
1105,23.27676977,-1.13508553,0.787125327,-1.44206455,0.149284165,0.865210325
1107,20.55221772,-0.957969074,0.795732735,-1.203882952,0.228634822,0.865210325
1118,62.31955201,0.661426312,0.484182931,1.366066975,0.171917943,0.865210325
1120,25.66932335,-1.252656552,0.782659642,-1.600512515,0.109484933,0.865210325
1133,20.78147134,-1.857779338,0.798897072,-2.32543015,0.020048971,0.865210325
1144,65.358168,-1.52019783,0.795798201,-1.910280556,0.0560971,0.865210325
1146,22.06876368,-1.502515488,0.852084928,-1.76334006,0.077843153,0.865210325
1147,276.7993781,-1.031783784,0.748162485,-1.379090512,0.167866849,0.865210325
1152,42.61531391,-1.642966076,0.812428368,-2.022290384,0.043146361,0.865210325
1158,19.8812733,-0.941494773,0.792725868,-1.187667529,0.234964422,0.865210325
1165,9.068867133,-1.05869131,0.800122594,-1.323161373,0.185781718,0.865210325
1177,71.08123389,-0.741944733,0.551935467,-1.344259932,0.178864348,0.865210325
1181,8.636954311,-0.997399591,0.799780603,-1.247091498,0.21236395,0.865210325
1202,44.36878079,-1.290475554,0.701957485,-1.838395603,0.066004133,0.865210325
1212,66.78255642,-1.00692445,0.593916119,-1.695398419,0.089999866,0.865210325
1214,94.96192188,0.533105745,0.410715642,1.297992312,0.194289977,0.865210325
1235,33.77954521,-0.917687648,0.714366338,-1.284617708,0.198925907,0.865210325
1236,34.25327263,-0.950004434,0.713191113,-1.332047493,0.182844583,0.865210325
1239,37.20931952,-1.058601526,0.710078192,-1.490823882,0.13600774,0.865210325
1240,26.11610802,-2.07781341,0.7983062,-2.602777493,0.009247195,0.865210325
1248,19.61622062,-0.937087434,0.792938236,-1.181791206,0.237288558,0.865210325
1249,23.21541477,-1.965679229,0.79834782,-2.462184,0.01380938,0.865210325
1253,28.28157789,-2.157168789,0.798625224,-2.701102751,0.006910998,0.865210325
1255,9.337555543,-1.078033171,0.800543502,-1.346626597,0.178100524,0.865210325
1256,36.5630311,0.7279306,0.586924615,1.240245479,0.214884612,0.865210325
1259,25.66688237,-1.187284162,0.78488369,-1.512688028,0.130358922,0.865210325
1261,34.45170693,-0.925016509,0.713749671,-1.295995705,0.194976964,0.865210325
83,19.45767237,-0.931391969,0.793076706,-1.174403386,0.24023349,0.865827427
478,20.96345592,-0.93177149,0.794427313,-1.172884511,0.240842121,0.865827427
116,7.241423387,0.926817116,0.800848411,1.157294069,0.247152236,0.872427639
455,19.73791633,-0.918501969,0.794300633,-1.156365652,0.247531625,0.872427639
494,20.02020908,-0.922286994,0.793255426,-1.162660807,0.244967149,0.872427639
573,19.47208729,-0.921314057,0.793158756,-1.161575852,0.245407796,0.872427639
821,7.914162525,-0.917644077,0.799125579,-1.148310228,0.250840518,0.879777232
132,22.30357247,0.808079096,0.705579671,1.14526981,0.252097408,0.87989338
74,18.67577365,-0.86854647,0.79519593,-1.092242097,0.274726704,0.884569908
75,1.210955959,0.896568043,0.806045819,1.112304067,0.266007436,0.884569908
134,21.16881432,0.791145004,0.703158837,1.12512986,0.26053401,0.884569908
165,27.91513278,0.713159398,0.637926465,1.117933551,0.263595374,0.884569908
278,7.615540571,-0.872081243,0.79901073,-1.091451228,0.275074381,0.884569908
294,7.867023082,-0.888689286,0.79888325,-1.112414469,0.265959987,0.884569908
297,44.07587846,-0.718122853,0.650895093,-1.103285092,0.269903379,0.884569908
343,32.1625433,-0.790607158,0.718957299,-1.099658017,0.271481153,0.884569908
503,27.92120475,0.712841881,0.635331486,1.121999927,0.261862471,0.884569908
562,44.10708266,-0.712263772,0.652825335,-1.091047995,0.275251764,0.884569908
591,34.41463021,-0.816532181,0.724177609,-1.127530279,0.259518346,0.884569908
672,18.77312255,-0.874074611,0.794645476,-1.099955436,0.271351539,0.884569908
687,18.92976518,-0.867290534,0.79546255,-1.090297128,0.27558228,0.884569908
729,20.52089255,-0.904104242,0.793832192,-1.138911033,0.254740263,0.884569908
833,19.94370193,-0.890691989,0.794382443,-1.121238262,0.262186457,0.884569908
885,18.90937717,-0.881802813,0.794411438,-1.1100077,0.266995708,0.884569908
1063,32.82254704,-0.812345662,0.719283573,-1.129381641,0.258736874,0.884569908
1130,18.86976317,-0.878553455,0.794811205,-1.105361184,0.269003116,0.884569908
111,18.58165746,-0.857073766,0.795218475,-1.077784021,0.281130152,0.88474554
179,7.603592217,-0.858144285,0.799181623,-1.073778801,0.282921834,0.88474554
249,37.40562723,0.630594745,0.582159086,1.08320004,0.278719642,0.88474554
617,36.13825531,0.656355222,0.603715316,1.087193259,0.276951409,0.88474554
737,495.6784244,-0.827496354,0.77088283,-1.073439857,0.28307381,0.88474554
938,19.46266543,-0.853335267,0.796899353,-1.070819375,0.284250653,0.88474554
1246,32.07690447,-0.773687638,0.719977004,-1.074600486,0.282553634,0.88474554
48,7.317077024,-0.837822876,0.799268582,-1.048236969,0.294529442,0.884883017
49,17.8103255,-0.829725502,0.796104307,-1.042232148,0.297304062,0.884883017
65,18.10361379,-0.832180855,0.796558669,-1.044720103,0.296152351,0.884883017
183,28.82570741,0.671475521,0.63298049,1.06081551,0.288773752,0.884883017
302,17.94698968,-0.840743598,0.79615163,-1.05600939,0.290963925,0.884883017
391,18.37395232,-0.841267384,0.796016917,-1.056846113,0.290581825,0.884883017
541,40.41111405,0.606379344,0.580209878,1.045103447,0.295975161,0.884883017
589,7.583688337,-0.83980609,0.800664169,-1.048886816,0.294230214,0.884883017
913,19.84324146,-0.844981921,0.795593534,-1.062077412,0.288200544,0.884883017
1012,7.333754287,-0.840528119,0.799537032,-1.051268527,0.293135278,0.884883017
1082,18.5829922,-0.828704044,0.795994718,-1.041092391,0.29783267,0.884883017
292,19.02958383,-0.816654549,0.796171901,-1.025726414,0.30502056,0.887893857
311,18.00553193,-0.819902154,0.796260117,-1.029691349,0.303154918,0.887893857
397,18.19342034,-0.817353198,0.79634934,-1.026375181,0.304714772,0.887893857
586,47.55176717,0.556496599,0.54224343,1.026285554,0.304757005,0.887893857
686,38.38697782,0.601686827,0.581331309,1.035015348,0.300661744,0.887893857
67,28.73969856,0.645676287,0.631950685,1.021719419,0.306913718,0.88980227
70,7.294614466,-0.805198869,0.798876952,-1.007913504,0.313495988,0.890287092
95,87.31121209,-0.493763509,0.494262049,-0.998991346,0.317798883,0.890287092
267,17.18028605,-0.790927655,0.796752819,-0.992688869,0.320861601,0.890287092
328,29.95571831,-0.732655791,0.722050993,-1.014687048,0.31025503,0.890287092
374,7.163444632,-0.800532733,0.799024552,-1.001887528,0.316397917,0.890287092
401,6.853338171,-0.7913508,0.798957099,-0.990479715,0.321939699,0.890287092
417,39.39610697,0.583598629,0.582997943,1.00103034,0.316812141,0.890287092
467,7.004493087,-0.803569841,0.799960184,-1.004512297,0.315131747,0.890287092
717,1.347280291,0.808851224,0.804494188,1.005415869,0.314696642,0.890287092
879,30.6183733,-0.739603066,0.744843629,-0.99296421,0.320727396,0.890287092
1135,18.95481789,-0.793908906,0.796770486,-0.996408527,0.319051691,0.890287092
1193,73.76567596,-0.525895781,0.525382523,-1.000976923,0.316837965,0.890287092
10,17.59307392,-0.783051926,0.798067103,-0.981185571,0.326501238,0.896009124
1200,18.73424152,-0.784358982,0.79756251,-0.983445149,0.325388399,0.896009124
486,17.4185994,-0.779364793,0.797400049,-0.977382424,0.328379861,0.896352857
605,21.22594175,0.688246597,0.705251413,0.975888292,0.329119825,0.896352857
720,29.52286969,-0.702165757,0.722516193,-0.971833938,0.331133169,0.898433013
1258,42.80228097,-0.632196144,0.655089606,-0.965052931,0.334518301,0.904205483
419,17.3008882,-0.76219776,0.797318188,-0.955951805,0.339096584,0.913147731
3,38.7286766,-0.536625723,0.65913468,-0.814136685,0.415566652,0.917311843
7,91.55817083,-0.507869181,0.556085336,-0.913293604,0.361088145,0.917311843
60,31.94052296,0.511649474,0.627772409,0.815023831,0.415058669,0.917311843
63,39.13666729,-0.518359684,0.656862734,-0.789144606,0.430027493,0.917311843
71,7.005484982,-0.751849512,0.799997715,-0.939814574,0.347312682,0.917311843
81,6.507665468,-0.716739033,0.800450252,-0.895419837,0.370562701,0.917311843
107,28.36262329,-0.562206532,0.730974117,-0.769119615,0.441822305,0.917311843
121,22.6988756,0.5010409,0.691830413,0.724225027,0.468927596,0.917311843
136,37.93103813,-0.520728438,0.659533613,-0.789540408,0.429796222,0.917311843
138,5.841675104,-0.591767436,0.799461346,-0.740207689,0.459173983,0.917311843
155,15.59501205,-0.658064596,0.799046514,-0.823562314,0.410188296,0.917311843
160,14.39178916,0.586689867,0.777491328,0.754593454,0.450492953,0.917311843
203,15.91690493,-0.683621024,0.799892149,-0.854641498,0.392749647,0.917311843
204,48.22425218,-0.461922437,0.606348322,-0.761810366,0.446173193,0.917311843
207,16.459723,-0.635476399,0.798592123,-0.795745888,0.426179749,0.917311843
209,15.02499361,-0.581948378,0.798619564,-0.728692864,0.466189559,0.917311843
214,48.86085776,-0.477600761,0.601835512,-0.793573578,0.427443719,0.917311843
215,22.94288121,0.549406851,0.69653266,0.788773997,0.43024411,0.917311843
271,59.74451084,0.37577571,0.51081399,0.735640991,0.46194921,0.917311843
275,30.31298375,0.583155995,0.634243041,0.91945194,0.357859233,0.917311843
279,6.752326145,-0.748089271,0.799137779,-0.936120517,0.349211141,0.917311843
281,16.08371697,-0.682981108,0.798506073,-0.855323624,0.392372013,0.917311843
282,26.95313938,-0.604972502,0.727592219,-0.831471924,0.405707083,0.917311843
291,17.30268848,-0.670334769,0.798838075,-0.839137229,0.401392307,0.917311843
318,21.60990913,0.612477283,0.696294323,0.879624123,0.379062966,0.917311843
326,15.50790889,-0.613222647,0.799786088,-0.766733326,0.443240085,0.917311843
353,16.00947449,-0.695315873,0.799231449,-0.869980621,0.384310995,0.917311843
364,28.86400998,-0.667803324,0.724938964,-0.921185586,0.356953543,0.917311843
371,1.778868796,0.581524222,0.803996214,0.72329224,0.469500359,0.917311843
376,6.635621281,-0.752543603,0.800398116,-0.940211612,0.347109026,0.917311843
381,16.69429905,-0.634500262,0.798443402,-0.794671558,0.426804581,0.917311843
382,1.459060882,0.700807847,0.804535556,0.871071318,0.383715214,0.917311843
386,39.17651756,-0.485646243,0.658268062,-0.737763642,0.460658091,0.917311843
388,13.25955118,0.685160844,0.781112111,0.877160697,0.38039936,0.917311843
395,89.23552263,-0.500022246,0.6066098,-0.82428976,0.409774936,0.917311843
412,1.79151634,0.582316424,0.803528012,0.724699593,0.468636345,0.917311843
434,17.15117077,-0.733905882,0.798343042,-0.919286376,0.357945802,0.917311843
440,21.28018147,0.616149284,0.696399877,0.88476363,0.376284129,0.917311843
461,27.9903283,-0.639388546,0.728608552,-0.877547407,0.380189381,0.917311843
511,16.90345998,-0.733181552,0.797510372,-0.919337952,0.357918833,0.917311843
517,15.09048535,-0.61775979,0.799015712,-0.773150992,0.439433026,0.917311843
544,105.7752642,0.327369437,0.401966735,0.814419224,0.415404829,0.917311843
545,6.412396574,-0.707114886,0.799004541,-0.884994827,0.376159421,0.917311843
548,16.76204511,-0.691449843,0.798358467,-0.866089446,0.386441112,0.917311843
560,6.70836563,0.677193647,0.79983286,0.846668948,0.397179671,0.917311843
574,16.82673648,-0.612869821,0.811410168,-0.755314446,0.450060333,0.917311843
578,43.34074018,-0.627129593,0.66370935,-0.94488588,0.344717141,0.917311843
597,15.8111589,-0.646850961,0.798483601,-0.810099244,0.417883139,0.917311843
599,38.13208382,-0.513323885,0.657437133,-0.780795393,0.434922844,0.917311843
622,7.152885495,0.644270571,0.799394244,0.805948474,0.420272559,0.917311843
634,22.71933889,0.534239353,0.693707678,0.770121725,0.44122769,0.917311843
639,15.88743127,-0.640541694,0.799429232,-0.801248777,0.422987638,0.917311843
662,31.42171842,0.500119681,0.629039678,0.795052678,0.42658286,0.917311843
666,16.01096097,-0.679272869,0.798752263,-0.850417458,0.395093033,0.917311843
675,7.303558236,0.615718334,0.799464834,0.770163123,0.441203136,0.917311843
692,15.41949387,-0.60986962,0.798572676,-0.763699583,0.445046289,0.917311843
703,1.581190883,0.606763219,0.810630568,0.748507696,0.454153985,0.917311843
704,1.581190883,0.606763219,0.810630568,0.748507696,0.454153985,0.917311843
708,72.45400799,-0.471140084,0.520869225,-0.90452663,0.36571622,0.917311843
734,49.85122746,-0.475351622,0.603507322,-0.787648476,0.430902351,0.917311843
762,5.961934138,-0.605596273,0.799253269,-0.757702591,0.448629048,0.917311843
765,6.595126255,-0.755544643,0.799249132,-0.945318065,0.344496519,0.917311843
770,28.89116937,-0.65039824,0.732371038,-0.888072038,0.374502002,0.917311843
775,6.838620505,0.715958432,0.799499776,0.895507983,0.370515601,0.917311843
787,7.326354461,0.57883221,0.799385606,0.724096363,0.469006578,0.917311843
796,5.964206804,-0.635051351,0.799767403,-0.794045055,0.427169202,0.917311843
823,27.10554317,-0.595348977,0.727265759,-0.818612687,0.413007426,0.917311843
834,15.51105083,-0.645958147,0.798736035,-0.808725435,0.418673094,0.917311843
840,40.11371251,-0.561640259,0.655746374,-0.856490072,0.391726762,0.917311843
844,6.917421528,0.682874301,0.79966198,0.853953694,0.393130647,0.917311843
850,1.558990597,0.674246453,0.803596151,0.83903644,0.401448861,0.917311843
851,28.97830717,0.598777128,0.631903335,0.947577098,0.34334479,0.917311843
853,17.30192124,-0.745182334,0.798320436,-0.933437628,0.35059406,0.917311843
881,54.35875346,-0.595068926,0.655339026,-0.908032183,0.363861219,0.917311843
900,7.290695017,0.60646528,0.799608278,0.758452979,0.448179852,0.917311843
903,40.88013977,-0.561387725,0.655618123,-0.856272432,0.391847106,0.917311843
952,16.45546333,-0.690455495,0.798567969,-0.864617067,0.387249002,0.917311843
955,25.88870713,-0.543577607,0.730252343,-0.744369548,0.456652937,0.917311843
963,6.544031968,-0.71823614,0.800066701,-0.897720327,0.36933467,0.917311843
978,1.655588503,0.583366668,0.803786203,0.725773428,0.467977679,0.917311843
979,16.3645138,0.60480673,0.777625791,0.777760637,0.436710138,0.917311843
994,135.1853214,-0.331715625,0.408459385,-0.812114096,0.416726165,0.917311843
1005,16.70115758,-0.724190541,0.798076725,-0.907419698,0.364184897,0.917311843
1009,28.01948622,-0.574445819,0.728813999,-0.788192625,0.430584042,0.917311843
