,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
387,18.54741743,-1.515367692,1.092417788,-1.387168635,0.165390347,0.940364793
389,23.13683059,1.299651824,0.875516273,1.484440512,0.137692094,0.940364793
391,15.62889065,-1.29430086,1.09101828,-1.186323716,0.235494484,0.940364793
413,8.021968958,-1.147088131,1.10726258,-1.035967576,0.300217269,0.940364793
415,17.27590604,-1.938701669,1.102539725,-1.758396206,0.078680118,0.940364793
427,12.55900716,-1.609451869,1.103259611,-1.45881518,0.144615983,0.940364793
431,11.37379591,-1.504596417,1.10322996,-1.363810331,0.172627268,0.940364793
445,19.06842273,-1.998276304,1.10741987,-1.804443246,0.071161849,0.940364793
449,39.51513676,1.129670779,0.810452785,1.393876114,0.163355018,0.940364793
453,12.95969023,-1.642495411,1.103628035,-1.488269016,0.136679963,0.940364793
455,16.83223818,-1.358249058,1.092301719,-1.243474248,0.213693125,0.940364793
464,10.65638142,-1.404321935,1.104839173,-1.271064576,0.203705676,0.940364793
474,10.38173828,-1.398642634,1.103220947,-1.267781072,0.204876143,0.940364793
478,17.78435746,-1.357845317,1.093866472,-1.241326389,0.2144852,0.940364793
480,22.1706681,1.107251013,1.002688877,1.104281736,0.269470943,0.940364793
481,16.48724795,1.731554939,0.94942193,1.823799182,0.068182438,0.940364793
484,12.43828003,-1.580687765,1.103156283,-1.432877454,0.151892862,0.940364793
488,53.83418121,1.03819691,0.747554992,1.388790017,0.164896612,0.940364793
503,24.59194011,1.094605225,0.918781249,1.191366525,0.233509728,0.940364793
509,13.07304123,-1.642841425,1.102686563,-1.489853491,0.136262763,0.940364793
515,9.759675203,-1.348894341,1.106299068,-1.219285436,0.222735875,0.940364793
517,13.83747736,-1.117746746,1.091753612,-1.023808609,0.305925683,0.940364793
518,8.673929005,-1.225101787,1.105467224,-1.108220814,0.267766464,0.940364793
525,22.50713175,-1.209173868,1.072909709,-1.127004312,0.259740658,0.940364793
551,16.9323946,-1.909119679,1.103022478,-1.730807593,0.083486087,0.940364793
554,25.32140994,-1.188530901,1.062897786,-1.11819868,0.263482148,0.940364793
564,10.80344195,2.235625994,1.001424838,2.232445122,0.025585558,0.940364793
565,16.2788885,-1.87893622,1.103899698,-1.702089622,0.088738569,0.940364793
568,8.856850168,-1.24945947,1.106386168,-1.129315881,0.258764604,0.940364793
573,16.69787174,-1.375132403,1.089517961,-1.262147529,0.206895705,0.940364793
576,64.76827713,-1.533252011,0.989734116,-1.549155461,0.121344353,0.940364793
591,30.65365639,-1.665988227,1.076835292,-1.54711518,0.121835474,0.940364793
597,14.82795362,-1.187739362,1.092689787,-1.086986787,0.277042649,0.940364793
603,21.32200714,-1.681916224,1.088190166,-1.545608733,0.122199091,0.940364793
605,18.77218861,1.854977144,0.874635351,2.12085773,0.033933777,0.940364793
608,0.568276773,1.186231647,1.152151963,1.029579157,0.303207604,0.940364793
610,18.57207715,-1.423387192,1.093467395,-1.301718916,0.193012491,0.940364793
612,8.962790821,1.973258236,1.09098634,1.808691974,0.070498871,0.940364793
619,15.3604834,-1.785309577,1.10493203,-1.615764163,0.106145312,0.940364793
622,6.333941211,1.45423298,1.105951107,1.314916157,0.188538082,0.940364793
624,25.85675938,0.953673788,0.918782053,1.037976074,0.299281194,0.940364793
626,6.927667724,1.280692694,1.103917714,1.1601342,0.245994172,0.940364793
627,10.51510659,-1.427012134,1.10450624,-1.291991012,0.196360257,0.940364793
634,19.03767948,1.305315096,0.936212256,1.394251236,0.163241751,0.940364793
639,14.33551468,-1.141680137,1.092748439,-1.044778557,0.296125328,0.940364793
641,21.84187169,-1.300828365,1.073225866,-1.212073252,0.225484342,0.940364793
643,14.82453379,1.274389581,0.97147952,1.311802827,0.189586671,0.940364793
649,8.774547972,-1.238139311,1.105546038,-1.119934646,0.262741613,0.940364793
650,20.97978173,-1.67263413,1.088779354,-1.536247104,0.124477787,0.940364793
651,10.6176004,-1.416096068,1.103529815,-1.283242237,0.199407223,0.940364793
652,5.84060996,1.563159419,1.109401171,1.40901187,0.158831658,0.940364793
664,18.98313825,-2.003435271,1.105639542,-1.812014852,0.069983902,0.940364793
667,9.88436216,-1.35805431,1.104816436,-1.229212624,0.218992097,0.940364793
672,16.94277297,-1.393747481,1.089303955,-1.279484458,0.200726509,0.940364793
673,18.8180897,-1.994798817,1.105862505,-1.803839816,0.071256422,0.940364793
675,6.276742221,1.43789426,1.104745107,1.301562008,0.193066154,0.940364793
676,20.25878747,-1.531660286,1.09325996,-1.401002819,0.16121323,0.940364793
687,14.63919114,-1.189064722,1.091034248,-1.08985096,0.275778802,0.940364793
692,14.97418738,-1.204409694,1.092064791,-1.102873844,0.270081954,0.940364793
699,18.88635164,-2.03095842,1.104048978,-1.83955464,0.065833649,0.940364793
701,17.69261904,-1.441081561,1.090322858,-1.321701688,0.186267506,0.940364793
705,8.854741026,-1.238584354,1.10404701,-1.121858348,0.261922673,0.940364793
714,22.36397854,-1.347456521,1.072114046,-1.256822002,0.208818097,0.940364793
716,40.23587245,-1.107620701,1.040038694,-1.064980281,0.286884853,0.940364793
728,8.158950252,-1.164833804,1.106915698,-1.052323863,0.292650987,0.940364793
729,18.54827644,-1.417031085,1.093230653,-1.296186748,0.194911154,0.940364793
736,374.5412594,-1.324404626,1.047472593,-1.264381173,0.206093247,0.940364793
741,21.28094499,-1.28335026,1.071779614,-1.197401259,0.231150193,0.940364793
744,71.94817388,-1.671927874,1.042240571,-1.604166946,0.108677258,0.940364793
748,19.04909304,-2.03344542,1.102503711,-1.844388731,0.065126508,0.940364793
755,21.08591709,1.061252837,0.933527076,1.136820628,0.255613278,0.940364793
764,29.12404453,-2.06136169,1.087672278,-1.89520477,0.058065278,0.940364793
776,9.533249443,-1.316242396,1.109910764,-1.185899299,0.23566207,0.940364793
787,6.65183221,1.356773708,1.103969183,1.228995998,0.219073307,0.940364793
788,14.59200104,1.314903712,0.971633913,1.353291291,0.17596259,0.940364793
795,51.10230817,0.887858641,0.770412585,1.152445661,0.249137987,0.940364793
798,10.96249004,1.283460462,1.070503397,1.198931705,0.230554502,0.940364793
801,14.33139361,-1.745079028,1.102805925,-1.582399032,0.113558506,0.940364793
803,13.94793293,-1.697484636,1.103155792,-1.538753318,0.12386453,0.940364793
815,23.09797323,-1.783665979,1.087614559,-1.639979865,0.101009353,0.940364793
817,15.93181579,-1.846121988,1.102573137,-1.674375989,0.094056729,0.940364793
819,36.15932848,-1.250964807,1.039492381,-1.203438168,0.228806805,0.940364793
831,26.86863606,-1.609248522,1.074123416,-1.498197039,0.134082065,0.940364793
833,17.88426456,-1.368890745,1.093630087,-1.251694482,0.210681212,0.940364793
834,13.76532196,-1.114469778,1.091766321,-1.020795162,0.307351497,0.940364793
835,15.51483948,-1.826170865,1.103229532,-1.655295487,0.097864574,0.940364793
840,34.3013253,-1.521885072,1.06083265,-1.434613717,0.151397203,0.940364793
848,18.70698741,-1.506634641,1.089776916,-1.382516566,0.166813147,0.940364793
865,21.33207666,-1.67843155,1.088587275,-1.541843808,0.123111554,0.940364793
866,29.44891839,1.140208621,0.8425007,1.353362224,0.175939939,0.940364793
874,8.536898777,-1.192348122,1.10411895,-1.079909118,0.280182653,0.940364793
875,14.37947701,-1.749369589,1.10488722,-1.583301497,0.113352762,0.940364793
876,37.20640544,1.506304067,0.793794208,1.897600224,0.057748765,0.940364793
885,15.58250391,-1.291303528,1.091798952,-1.182730141,0.236916115,0.940364793
891,39.84283556,1.622677452,0.779863301,2.080720366,0.037459509,0.940364793
896,9.70731466,-1.343128448,1.104957097,-1.215548053,0.224157133,0.940364793
900,6.517185428,1.333589498,1.103831253,1.208146167,0.226991044,0.940364793
901,18.10883902,-1.391278688,1.098088902,-1.267000045,0.205155274,0.940364793
903,35.78923719,-1.536541984,1.056955513,-1.453743289,0.146017492,0.940364793
908,22.31083741,-1.349372757,1.071564524,-1.259254788,0.207938318,0.940364793
911,36.50426256,-1.920131372,1.06790665,-1.798032977,0.072171782,0.940364793
913,21.19856992,-1.558930746,1.099801652,-1.417465362,0.156346915,0.940364793
917,23.64003939,1.230434177,0.885848786,1.388988953,0.164836109,0.940364793
921,7.233571288,1.167455885,1.09979958,1.06151694,0.288455039,0.940364793
923,16.55763244,-1.366192588,1.089539657,-1.253917266,0.209872079,0.940364793
925,28.08253135,-1.382488844,1.066726445,-1.29601066,0.194971812,0.940364793
930,19.67061465,-2.070844112,1.102729931,-1.877925006,0.060391425,0.940364793
931,31.73509403,0.925753902,0.894552028,1.034879887,0.300725008,0.940364793
936,63.17179942,-1.283144932,1.015915917,-1.263042454,0.206573923,0.940364793
938,17.1782645,-1.314884248,1.094137578,-1.201754034,0.229458839,0.940364793
944,16.39918067,-1.886419897,1.103965129,-1.708767649,0.087493998,0.940364793
947,81.58091304,-2.537934679,1.086554076,-2.335764722,0.019503507,0.940364793
949,52.15124096,-2.043971325,1.076058654,-1.899498059,0.057499022,0.940364793
952,16.19587917,-1.299522631,1.09397849,-1.187886821,0.234878003,0.940364793
955,24.42993797,-1.492739934,1.071642662,-1.392945604,0.163636241,0.940364793
970,20.6976751,-1.574285412,1.092450746,-1.44105848,0.149568162,0.940364793
973,17.95057316,-1.383294731,1.094553737,-1.263797915,0.20630257,0.940364793
974,4.481105278,2.440040226,1.113053703,2.192203502,0.028364816,0.940364793
983,16.41751868,1.063740914,0.961542277,1.106286161,0.26860268,0.940364793
1003,8.490662599,-1.202085977,1.104611281,-1.088243438,0.276487653,0.940364793
1007,57.95208684,-1.121683735,1.005618587,-1.11541667,0.264671909,0.940364793
1009,23.01821366,-1.247939841,1.074305407,-1.161624835,0.24538789,0.940364793
1025,16.05014893,1.805989273,0.957895033,1.885372835,0.059379519,0.940364793
1032,45.61811128,1.04953537,0.770530489,1.362094537,0.173168052,0.940364793
1038,22.23129494,-1.743664076,1.089777423,-1.600018535,0.109594472,0.940364793
1046,15.45227578,1.181959101,0.968326634,1.220620253,0.222229834,0.940364793
1048,34.04159384,-1.688569187,1.062898708,-1.588645441,0.112140463,0.940364793
1051,31.46672487,-1.719675835,1.076843989,-1.596959125,0.110274819,0.940364793
1053,38.08577257,-1.650664328,1.065073097,-1.549813184,0.121186362,0.940364793
1074,17.6905039,-1.362694074,1.096168365,-1.243143041,0.213815128,0.940364793
1087,22.21347854,-1.342016452,1.071593665,-1.252355717,0.210440275,0.940364793
1095,6.972526891,1.142280178,1.105349432,1.033410925,0.301411636,0.940364793
1096,12.62374715,-1.614761801,1.104062869,-1.46256327,0.14358692,0.940364793
1098,18.31100886,-1.501497688,1.089176468,-1.378562365,0.168029727,0.940364793
1103,19.17339247,-1.115231088,1.072090095,-1.040240081,0.298228374,0.940364793
1133,17.81843881,-1.968652709,1.104979874,-1.781618612,0.074811447,0.940364793
1135,15.99940551,-1.223133829,1.096138607,-1.115856901,0.264483393,0.940364793
1146,18.65631645,-1.894015954,1.123590391,-1.685681872,0.09185709,0.940364793
1152,32.36011051,-2.100088715,1.104418095,-1.901534143,0.057232085,0.940364793
1165,7.996359853,-1.142037095,1.106886303,-1.031756461,0.30218622,0.940364793
1177,68.11414102,-1.347649618,0.946003457,-1.424571557,0.154281087,0.940364793
1179,15.38152099,-1.257562707,1.090317621,-1.153391161,0.248749868,0.940364793
1183,6.857213494,1.196123658,1.103669058,1.08377022,0.278466692,0.940364793
1200,16.49089175,-1.26018712,1.094539138,-1.151340391,0.249592226,0.940364793
1202,38.76256173,-2.120970292,1.071863865,-1.978768351,0.047842093,0.940364793
1206,21.91735867,-1.326028222,1.071375365,-1.237687804,0.215831843,0.940364793
1214,85.4953171,1.113465096,0.689633836,1.61457434,0.106402906,0.940364793
1220,30.31037173,-1.281202292,1.066112642,-1.201751336,0.229459885,0.940364793
1223,23.8127156,-1.301250778,1.072673343,-1.213091372,0.225094888,0.940364793
1226,15.29446738,1.233306573,0.968384354,1.273571354,0.20281537,0.940364793
1235,28.23672773,-1.693864915,1.076266789,-1.573833674,0.115525907,0.940364793
1236,30.50501549,-1.8052927,1.072200457,-1.683726852,0.092234469,0.940364793
1240,23.40199392,-2.250963304,1.102767225,-2.041195325,0.041231416,0.940364793
1242,43.35104415,-1.594609104,1.036394846,-1.538611573,0.123899152,0.940364793
1243,15.53419204,-1.160063852,1.095048939,-1.059371696,0.289430535,0.940364793
1248,17.68851698,-1.458660268,1.090241731,-1.337923716,0.180921305,0.940364793
1249,20.01599908,-2.087694078,1.104946736,-1.889406982,0.058837316,0.940364793
1253,25.29662667,-2.328533456,1.104202864,-2.108791357,0.034962595,0.940364793
1255,8.525262809,-1.182071887,1.10443437,-1.07029618,0.284486013,0.940364793
1256,34.29266122,1.53965464,0.787296681,1.95562191,0.05050971,0.940364793
1259,23.05249671,-1.718074307,1.092619822,-1.572435602,0.115849563,0.940364793
294,8.092241017,-1.123135319,1.104598789,-1.016781234,0.309257511,0.942164196
486,13.70673554,-1.112087481,1.097441064,-1.013345972,0.310894936,0.942164196
933,8.022019188,-1.11705392,1.104567453,-1.011304395,0.311870763,0.942164196
632,7.931127027,-1.110704626,1.104470994,-1.005643998,0.314586851,0.94639308
216,0.609313551,1.147153465,1.152634172,0.995245059,0.319617092,0.953546427
466,0.730879316,1.145875555,1.150021934,0.996394522,0.319058494,0.953546427
1,21.66457256,0.982944207,1.002720505,0.980277358,0.326949228,0.954271487
207,14.47921169,-1.07138041,1.096476648,-0.977111927,0.328513744,0.954271487
218,38.07797697,0.808486532,0.830791838,0.973151752,0.330477886,0.954271487
395,114.601318,-0.928550102,0.953664731,-0.973665139,0.330222832,0.954271487
842,22.12551537,0.909109152,0.933544115,0.973825594,0.330143143,0.954271487
1147,213.497656,-0.968621173,0.981836674,-0.986540021,0.323868186,0.954271487
1217,62.28748807,-0.915745248,0.938593146,-0.975657294,0.329234322,0.954271487
1227,28.1987784,0.896631565,0.906236178,0.989401645,0.32246667,0.954271487
407,7.695103135,-1.07052721,1.105119326,-0.968698298,0.332695742,0.956832954
452,18.11793229,-1.025292576,1.073614992,-0.954990926,0.339582286,0.965057958
1027,18.21467396,-1.026271002,1.07357799,-0.955935211,0.339104968,0.965057958
1168,13.0727802,-1.046736899,1.092420191,-0.958181575,0.337971207,0.965057958
12,33.76124007,0.793201792,0.860632814,0.921649488,0.356711436,0.965680944
58,12.7061017,-1.011661816,1.093650334,-0.925032238,0.354949139,0.965680944
125,7.722401933,1.003212017,1.095850276,0.915464493,0.359947835,0.965680944
149,7.213033896,-1.038128366,1.107292024,-0.937538015,0.348481879,0.965680944
357,34.34561762,0.776856026,0.841281376,0.923419974,0.355788387,0.965680944
402,0.806903631,1.083804015,1.14719913,0.944739224,0.344792027,0.965680944
514,12.82836632,-1.020002555,1.093486647,-0.932798364,0.350924086,0.965680944
690,7.113050247,-1.018904981,1.106030675,-0.921226693,0.356932085,0.965680944
810,7.621994039,1.032175219,1.097233603,0.940706898,0.346855083,0.965680944
825,28.66359861,-0.986842757,1.049871707,-0.939965094,0.347235466,0.965680944
838,22.64763226,0.857933717,0.931294135,0.921227445,0.356931692,0.965680944
967,12.85910938,-1.02497691,1.092597489,-0.938110255,0.348187752,0.965680944
975,34.19070509,0.777660626,0.846828927,0.91832081,0.358450935,0.965680944
1070,36.19241939,-0.968280809,1.030672233,-0.93946531,0.347491895,0.965680944
1181,7.215379444,-1.013329343,1.10538515,-0.916720604,0.359289066,0.965680944
1233,20.08615332,-0.980964416,1.07821329,-0.909805532,0.362925077,0.970048811
132,18.77428387,0.934398065,1.031587572,0.90578647,0.365048884,0.972111657
195,35.83224048,-0.911802336,1.017370524,-0.896234276,0.370127653,0.973747225
236,7.105714156,-0.989468846,1.107959288,-0.893055239,0.371827592,0.973747225
472,6.878650057,-0.988530442,1.108314602,-0.89192224,0.372434613,0.973747225
797,18.35853079,0.858615409,0.957078263,0.897121419,0.369654131,0.973747225
1156,19.59199603,-0.968054446,1.07481186,-0.900673394,0.367761999,0.973747225
59,18.0898527,0.850517523,0.960573551,0.885426756,0.375926507,0.977127752
443,57.86882447,-0.856226887,0.970835375,-0.881948587,0.377804611,0.977127752
574,14.04368426,-0.972333697,1.101565989,-0.882683114,0.377407508,0.977127752
686,33.34016989,0.780594797,0.893315546,0.873817544,0.382217625,0.982874253
851,26.37263675,-0.91984368,1.056907147,-0.870316454,0.38412749,0.982874253
1056,55.96303454,-0.786145923,0.901905257,-0.871650228,0.383399221,0.982874253
467,6.940490101,-0.955339786,1.105727679,-0.863991925,0.387592327,0.984731035
1144,53.78293034,-0.905539203,1.045523857,-0.866110512,0.386429561,0.984731035
48,6.417190945,-0.899728285,1.105324744,-0.81399452,0.41564809,0.98529484
54,11.75562441,-0.889469334,1.093330139,-0.813541401,0.415907719,0.98529484
70,6.63799448,-0.940274792,1.10540971,-0.850612025,0.394984907,0.98529484
71,6.128188197,-0.866207358,1.106406564,-0.782901499,0.433684957,0.98529484
76,12.49444597,0.883117489,1.064856047,0.829330397,0.406917475,0.98529484
85,30.47481559,0.72745827,0.856924466,0.848917611,0.395927139,0.98529484
134,18.78139232,0.78648778,1.019454271,0.771479215,0.440422938,0.98529484
179,6.633068772,-0.8997682,1.107695094,-0.812288693,0.416625997,0.98529484
185,51.09107713,-0.771611426,0.94869792,-0.813337322,0.416024684,0.98529484
190,19.21817148,-0.892461913,1.076741608,-0.828854301,0.407186857,0.98529484
249,33.64866798,0.734775522,0.918479447,0.799991251,0.423715866,0.98529484
252,11.94122187,-0.904780425,1.093486596,-0.827427083,0.407995035,0.98529484
265,11.48241324,-0.843298617,1.093948271,-0.770876137,0.440780352,0.98529484
278,6.708218282,-0.948865699,1.105093453,-0.858629373,0.390545027,0.98529484
293,1.060687245,0.891634248,1.137263399,0.78401736,0.433029924,0.98529484
300,11.55374838,-0.866684706,1.093764541,-0.792386911,0.428135109,0.98529484
341,5.850450556,0.900363085,1.110300175,0.81091862,0.417412407,0.98529484
361,30.12497898,0.710995161,0.900909237,0.789197326,0.429996685,0.98529484
400,24.51549082,0.780745143,0.941546815,0.829215426,0.406982518,0.98529484
447,18.64960267,-0.889087213,1.07731981,-0.825276956,0.409214372,0.98529484
501,7.961988948,0.91664848,1.095063199,0.837073586,0.402551206,0.98529484
541,35.64948669,0.730376524,0.906854256,0.805395706,0.420591369,0.98529484
562,40.07900273,-0.813299616,0.983030658,-0.827339015,0.408044936,0.98529484
578,40.45170131,-0.792254462,1.009056854,-0.785143531,0.432369419,0.98529484
582,6.237915603,-0.885487681,1.111178725,-0.796890419,0.425514675,0.98529484
609,18.91037455,0.75240721,0.965038245,0.779665691,0.435587679,0.98529484
681,28.15549414,0.749993511,0.909842072,0.82431175,0.409762444,0.98529484
693,31.38305177,-0.782409025,1.016023777,-0.770069601,0.441258607,0.98529484
737,528.7476724,-0.851128707,1.101495958,-0.772702524,0.439698452,0.98529484
759,13.35309504,-0.913057144,1.098534591,-0.831159211,0.405883694,0.98529484
804,32.00230309,-0.802727968,1.017887912,-0.788621181,0.430333447,0.98529484
813,18.62594291,-0.855318896,1.077182169,-0.794033656,0.427175838,0.98529484
821,6.162371306,-0.876207141,1.108618917,-0.790359182,0.429318033,0.98529484
981,87.25086319,-0.684562969,0.818800121,-0.836056263,0.403123252,0.98529484
1044,18.66731002,-0.883332054,1.076027921,-0.820919268,0.411692255,0.98529484
1118,57.27004697,0.634347914,0.817881134,0.775599152,0.437985701,0.98529484
1188,18.09416022,-0.832911025,1.080234236,-0.771046683,0.440679261,0.98529484
1238,23.89696864,0.735692538,0.930282712,0.79082684,0.429045045,0.98529484
1239,32.82960889,-0.851878687,1.020605012,-0.834680094,0.403897852,0.98529484
18,40.01732547,-0.572324073,0.974794935,-0.587122534,0.557121414,0.986606098
40,10.4662766,-0.723505269,1.095555462,-0.660400403,0.508996914,0.986606098
52,42.89725979,-0.614936502,0.979282271,-0.62794612,0.530039237,0.986606098
69,8.726627316,0.752821578,1.090597363,0.690283696,0.490015799,0.986606098
75,1.182673864,0.742640159,1.137271562,0.653001609,0.513755241,0.986606098
81,5.639752277,-0.750758622,1.106056438,-0.678770627,0.497283208,0.986606098
116,6.357051031,0.634924338,1.107724409,0.573178972,0.56652352,0.986606098
157,16.78846748,-0.657034878,1.077985741,-0.609502383,0.542191494,0.986606098
201,20.36725306,-0.78341235,1.063059043,-0.736941522,0.461157912,0.986606098
206,10.33172319,-0.67722055,1.094994007,-0.618469641,0.536265804,0.986606098
215,21.24972075,-0.638656026,1.061028758,-0.601921504,0.547226389,0.986606098
253,1.281003061,0.732926312,1.131519828,0.647736163,0.51715561,0.986606098
279,5.507175875,-0.756710874,1.107403835,-0.683319716,0.494404838,0.986606098
280,22.15101051,-0.664068256,1.056514831,-0.628546081,0.52964627,0.986606098
283,12.0560532,-0.763174538,1.09822754,-0.69491477,0.487108716,0.986606098
286,14.6630161,0.691853112,1.066363943,0.648796423,0.51646997,0.986606098
296,14.35945316,0.631040054,1.069926895,0.589797357,0.555326515,0.986606098
301,11.07757916,-0.642438762,1.100504352,-0.583767579,0.559376693,0.986606098
355,15.187565,0.610433207,1.062601408,0.574470543,0.565649429,0.986606098
359,10.69094246,-0.728753336,1.094741043,-0.665685589,0.505612087,0.986606098
369,44.31621586,0.532379927,0.83074927,0.640843088,0.521624635,0.986606098
371,1.11698,0.789329138,1.139347023,0.692790802,0.488440845,0.986606098
372,11.77196427,-0.747652263,1.099943825,-0.679718587,0.496682665,0.986606098
374,5.93710174,-0.836213646,1.10777906,-0.754855978,0.450335402,0.986606098
376,5.625922668,-0.781474592,1.109380866,-0.704424077,0.481168717,0.986606098
401,5.268705737,-0.704862377,1.106846411,-0.636820403,0.524241835,0.986606098
410,21.87486981,-0.643826978,1.054948987,-0.610292048,0.541668364,0.986606098
412,1.368094276,0.647990729,1.12972046,0.573585017,0.566248653,0.986606098
448,4.916634676,0.83370679,1.109894467,0.751158615,0.452557203,0.986606098
451,1.234345595,0.696641916,1.13828038,0.612012583,0.540529432,0.986606098
482,18.23980283,-0.777338416,1.076564882,-0.722054406,0.470261029,0.986606098
