"number","logFC","logCPM","PValue","FDR","GeneID"
"1",1.11815989384492,9.89132260307409,0.246970302717681,0.352743442467476,"lmo0004"
"10",-1.62952231704946,10.6199002218754,0.00408770331181147,0.0154545788312872,"lmo0021"
"100",-0.0748330327000155,11.0662569752033,1,1,"lmo0194"
"1000",1.32150777428798,8.70495388111691,1,1,"lmo2293"
"1003",-10.7303329517701,10.0846434032805,6.92007648539302e-05,0.000730222996294457,"lmo2295"
"1005",-1.56820117035558,10.5447908027626,0.0114070065787266,0.0322590146046389,"lmo2297"
"1007",0.508901784728974,11.6528689533844,0.91130851956276,0.968864847114093,"lmo2299"
"1009",-1.15535836856672,11.1430459427038,0.0426916768404997,0.0887735750771566,"lmo2301"
"1012",-10.2523311624362,9.60949146282197,0.00105863047479983,0.00588314939126928,"lmo2307"
"1014",0.228646189351927,9.77557479599943,0.136473269047319,0.22596393727507,"lmo2309"
"102",1.4306131417346,9.17088713875032,0.487944151344468,0.614931399287947,"lmo0195"
"1022",-0.720838416584083,11.2806240548861,0.139044241303992,0.229147502568584,"lmo2317"
"1025",0.843704243746349,9.74462467709942,0.851065884478851,0.921197363215299,"lmo2320"
"1027",-0.796734620219007,10.7796361624929,0.0104436892244443,0.0303855484842887,"lmo2323"
"103",-11.5617076240827,10.8910347280214,6.57079938070953e-07,1.65912684362916e-05,"sul"
"1030",-1.12873115123266,10.1211980206624,0.0295941429310975,0.0666339460263883,"lmo2326"
"1032",-0.103669098664121,11.6717839445129,0.944782306427471,0.985193349032776,"int"
"1033",-0.0491925366596223,9.06351448854411,0.23454073892218,0.339795701676191,"'comK"
"1035",-0.918508274554335,10.9048620193592,0.00497608959324958,0.0176788710674746,"lmo2337"
"1037",-9.68199189352958,9.04777451368493,0.0101525387061164,0.0299076869384345,"lmo2340"
"1038",-2.29329855036418,11.2698975465823,0.000110797140704973,0.00101731920101839,"lmo2341"
"104",-1.03657156319315,10.0333540026541,0.0278243238001122,0.0632533663237277,"folA"
"1040",0.179375244661227,8.83685718547723,0.521434752188475,0.646778826141661,"lmo2343"
"1044",-0.648849747917606,10.6307863802318,0.291392605446005,0.400028295243351,"lmo2347"
"1046",-0.171528017695832,10.1628574628612,0.127773925858553,0.213056994297162,"lmo2350"
"1047",-1.02539365970228,10.0193607740058,0.0353321936141483,0.0756965481369782,"lmo2351"
"1048",-1.07579940691646,11.6387518655604,0.000215712095204956,0.00155986967572429,"lmo2355"
"1050",-0.835412635205409,11.3967727587286,0.0699097080951609,0.132509822046324,"lmo2362"
"1051",-1.55833976350526,11.5342012715179,0.000236422069387123,0.00167150403056696,"lmo2363"
"1052",-8.87534635085142,8.25905113466944,0.116651175891749,0.201646749761194,"lmo2363"
"1053",-0.801703579132886,11.3696718562735,0.0661477727620004,0.126738415562966,"lmo2371"
"1055",-9.50039884070086,8.87655803138098,0.00718114969004629,0.0233966489901508,"lmo2372"
"1056",-1.91136212278593,12.4544618159072,0.00015165236336089,0.00129178579392951,"lmo2378"
"106",-0.156715986480378,10.7351191998916,0.964473082247892,0.995448860071911,"lmo0229"
"1063",-1.34451150102128,11.3147778781637,0.0515928698287529,0.103625451616274,"lmo2403"
"1065",-0.634141665793194,10.6276531009541,0.184650595455091,0.283184318843274,"lmo2404"
"1067",-0.970421756889056,9.9653633708097,0.0424362081279729,0.0885026523494892,"lmo2408"
"107",-1.13412742251703,11.1115394854137,0.0923510648631856,0.168065296755494,"lmo0230"
"1070",-1.4941643750669,11.4752731231871,0.00959531030799238,0.0289909589220112,"lmo2414"
"1072",-0.580063254968805,11.1518631884034,0.673054084081656,0.773738597472733,"lmo2419"
"1074",-1.96330348744998,10.9402903131944,0.00172205894537598,0.00828228349918922,"lmo2422"
"1076",-9.61453243730666,8.98084756435328,0.0185272421083303,0.0464495041510268,"lmo2429"
"1078",-0.350395832751864,10.9119202695202,1,1,"lmo2431"
"1080",-1.99343784286152,10.9715104723612,0.00100407651498233,0.00570100078149076,"tpi"
"1082",-1.64283758783854,10.6342300590845,0.00337416154846471,0.0135541603111622,"lmo2464"
"1085",-0.815145128831316,10.7957581759412,0.148998231288105,0.242164941426874,"lmo2474"
"1087",-1.07897978689951,11.0630464000525,0.00177253575597874,0.00841062268105348,"lmo2481"
"1089",0.0985503991222555,9.89983508374001,0.698233512399088,0.797497727408974,"lmo2485"
"109",-0.245200020279988,11.2329280554473,0.180668081182689,0.27889155763354,"lmo0235"
"1091",-0.512606004507669,12.0757428972685,0.0405754083776487,0.0851240763293698,"uvrB"
"1093",-0.514718388495632,11.0801784380064,0.237813791693083,0.343131328014305,"lmo2498"
"1095",-0.00603204833989471,9.01830581541621,0.38476568810103,0.506949870623461,"phoR"
"1096",-11.4800177599328,10.8257561991703,2.53961310654498e-07,7.80654985359696e-06,"phoP"
"1098",-1.967886366258,10.9454569570912,0.00124998169138341,0.00660050228292578,"ftsE"
"1101",-0.561636444838108,11.861727296206,0.0447339451266892,0.0924139983767459,"comFA"
"1103",-0.978046778806317,10.9597073544815,0.00406533858260545,0.01545265794571,"lmo2516"
"1105",-2.21247575058095,11.192070708219,0.00017575855827037,0.00136550879886979,"lmo2521"
"1107",-1.60868278572039,10.5963309284758,0.00519180872539091,0.0180695987886299,"atpF"
"1109",0.0210256492607164,10.5623037114113,0.400180432654417,0.52491199607917,"atpI"
"111",-1.64577726675588,10.6447518331556,0.00188624721575398,0.00882330329003779,"cysE"
"1111",-1.26563523085716,11.2508022937332,0.0298115228461756,0.0669103068325275,"lmo2541"
"1113",-9.38572884928849,8.76160955836573,0.0131402343823266,0.036122255556945,"lmo2542"
"1114",0.0920284684212632,11.4887784932679,0.287456065558565,0.396162647855566,"prf1"
"1116",0.215735125550303,8.7993017652817,0.602431805941151,0.714648637182536,"thrB"
"1118",0.459062044557005,11.5397496743101,0.472876775683724,0.602385370105213,"hom"
"1120",-2.38642382790712,11.3574468093155,0.000117061723701733,0.00104762833743196,"lmo2550"
"1123",-0.322380638545842,11.624355123101,0.8254986520595,0.907663370149403,"lmo2555"
"1125",0.345339792252331,10.2273335083571,0.421021828365474,0.545169290575807,"lmo2562"
"1128",-1.14814573342072,11.1323400864117,0.0600192108112557,0.117871061232105,"lmo2573"
"1130",-1.90947850236495,10.896392089734,0.00091960732241559,0.00537324278469275,"lmo2578"
"1131",-10.222738888148,9.57994115634467,0.00190942772754707,0.00882330329003779,"lmo2579"
"1132",-9.41749249772605,8.78896848275711,0.0448247863838904,0.0924139983767459,"lmo2580"
"1133",-11.9015782777107,11.2298261181667,2.09378645777193e-08,1.48030702564475e-06,"lmo2581"
"1135",-1.45385322345288,10.4457004969353,0.0128667008375187,0.0358140058745108,"lmo2583"
"1137",-9.07000212887436,8.45247130658071,0.0623280242671066,0.121393700156596,"lmo2585"
"1138",-0.394894268041132,12.5404438235108,0.529909430267229,0.651558203824227,"lmo2586"
"1142",-0.461761752641649,11.0381008394351,0.191743201090537,0.292160437868555,"lmo2601"
"1144",-1.31225204533262,11.3247986526401,2.494494911393e-05,0.000326594055991639,"rplO"
"1146",-1.97809786360417,9.98235101067139,0.00350307262477322,0.0138219810230587,"rpmD"
"1147",-0.546087925429557,13.3384784815219,0.147537411787787,0.240343203073654,"rpsE"
"1150",0.156203261192247,11.1873692468541,0.712798017368312,0.808047628528544,"rplV"
"1152",-2.08829381848406,11.0860242835826,7.62959150926199e-05,0.000770588742435461,"rplD"
"1154",-9.36918146136665,8.74336934432928,0.0180946241081706,0.0458567951518649,"lmo2645"
"1156",-0.490818919135369,10.4855138361234,0.312830677406509,0.422889653778971,"lmo2647"
"1158",-1.87707551173411,10.8599819749442,0.00138629881375334,0.00705576488846262,"lmo2648"
"1159",-1.41826932456351,10.4187899162931,0.00463617614216419,0.0168091104231286,"lmo2651"
"116",0.750749626037164,8.28308748234192,0.947099971947718,0.986155640894016,"nusG"
"1161",0.23933224853082,8.78151346939692,0.292490951828154,0.400144626239763,"lmo2659"
"1162",-0.658340509059316,11.8072167965115,0.470372352709603,0.600276630623988,"lmo2660"
"1164",-1.37465001030432,10.3606975924163,0.0182531752382564,0.0460892674765974,"lmo2661"
"1165",-2.01903103001697,10.0105120446561,0.0270571204830094,0.0617076909080247,"lmo2662"
"1166",-0.761131561015777,11.330432810812,0.490366032769462,0.615788250742469,"lmo2664"
"1168",-1.31361679344283,10.2970650565068,0.0245118585106484,0.0577819377973288,"lmo2671"
"117",-1.26985301511079,10.2547374684231,0.0349347151558138,0.0750724729944084,"lmo0247"
"1170",0.698375682452409,9.89577580574527,0.248983805321361,0.354902319278634,"lmo2675"
"1171",-0.463249993707987,11.452974116655,0.565914581882859,0.683934375027661,"lmo2676"
"1172",0.0620263189836107,12.3830460099621,0.903258626786589,0.963203392365186,"lmo2679"
"1174",-0.86212689290733,12.1589011163823,0.26041430377067,0.364580025278938,"kdpB"
"1175",-0.841522810429933,12.395896966129,0.199734335951457,0.301092058673092,"kdpA"
"1177",-1.21522451067262,12.5018172081535,0.0653293802991371,0.125510521389918,"lmo2689"
"1179",-1.43913289762988,10.4264284506164,0.00992582342128805,0.0296888662769849,"lmo2696"
"118",-11.1560305671523,10.5027772146303,3.38477167276179e-06,6.83723877897881e-05,"lmo0252"
"1181",-10.5497502673458,9.9015877330927,0.000373392657335391,0.00249045857298228,"lmo2707"
"1183",0.0282754408319649,8.98854080252664,0.25211212507576,0.356486544857125,"cydD"
"1186",0.0562369908985894,11.7385849758414,0.901200720838887,0.963203392365186,"cydA"
"1188",-0.525489456519154,10.5128502919132,0.326774897366427,0.437556538708454,"lmo2726"
