"number","logFC","logCPM","PValue","FDR","GeneID"
"1",0.849787815971164,10.1162934977226,0.371150993235386,0.491861783558671,"lmo0004"
"10",-1.64949817363358,10.5527100793649,0.00718115397578094,0.0241300387148279,"lmo0021"
"100",-0.00989598424457519,10.9430526551417,0.953699224675614,0.985193741605501,"lmo0194"
"1000",1.25970055419275,8.71719786309753,1,1,"lmo2293"
"1003",-10.228497735891,10.0573963172861,0.000106068416210649,0.00120482940576137,"lmo2295"
"1005",-1.5616704576897,10.4620968205046,0.00976332636976807,0.0299662268232275,"lmo2297"
"1007",0.460670359194272,11.6574486819676,0.954623554983045,0.985193741605501,"lmo2299"
"1009",-1.146355577704,11.0452217480267,0.0837296725020289,0.153000870628707,"lmo2301"
"1012",-9.82643331411934,9.68185086581754,0.00074420742604852,0.00532972792998384,"lmo2307"
"1014",0.134243376230581,9.82602501344254,0.180574097842354,0.277715911866006,"lmo2309"
"102",1.40743515928486,9.14627637855427,0.556991095076473,0.667372856647541,"lmo0195"
"1022",-0.821072248642383,11.3040088049539,0.116471741644687,0.1996943629095,"lmo2317"
"1025",0.835273213051103,9.72021369215411,0.984558420554098,1,"lmo2320"
"1027",-0.669848249939414,10.5749015144053,0.0218418077190185,0.0547202885964103,"lmo2323"
"103",-10.9838843324104,10.8216941001313,6.01857483314189e-07,1.933123127582e-05,"sul"
"1030",-1.23779666023794,10.1606457350011,0.0269256252381525,0.0648291702925907,"lmo2326"
"1032",-0.110836816039513,11.6115526105907,0.934508950493201,0.977237235840235,"int"
"1033",0.0630810846668548,8.88387958174248,0.479579249946239,0.597577659423345,"'comK"
"1035",-0.920268260746801,10.8353149762107,0.00694303012514933,0.0238029576627097,"lmo2337"
"1037",-8.89113233180292,8.7536177356631,0.0319979899134799,0.0731681814186751,"lmo2340"
"1038",-2.28323524725645,11.1618782125127,0.000327987370669951,0.00294358285829108,"lmo2341"
"104",-0.956236784321359,9.90499198445525,0.034240307236999,0.075863680721976,"folA"
"1040",0.269196077484102,8.65996779563589,0.743219056418185,0.822062887676277,"lmo2343"
"1044",-0.659353650274863,10.5663896735323,0.252978466799975,0.363080431095511,"lmo2347"
"1046",-0.239906622245723,10.1613622904082,0.086698774989746,0.156274017439541,"lmo2350"
"1047",-1.0750412778606,10.0090749053208,0.0300242939082094,0.0709574146030681,"lmo2351"
"1048",-0.960265943933357,11.4351387426808,0.00424006883207794,0.0177423195447904,"lmo2355"
"1050",-0.86295696540567,11.3406484704634,0.0835821478927009,0.153000870628707,"lmo2362"
"1051",-1.49818927585525,11.3844243906033,0.00200077012830777,0.0107465607649258,"lmo2363"
"1052",-8.37702061243856,8.27094922590557,0.065797092377864,0.1264231395553,"lmo2363"
"1053",-1.0536567847259,11.5212067100146,0.086843389098983,0.156274017439541,"lmo2371"
