"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000198242",-2.77218658654942,4.91975736393035,-9.72036080417354,1.01138552167368e-06,0.0212285235966014,5.38167150690139
"ENSG00000177606",-3.18054045462108,3.00448057770637,-9.03467953991254,2.0764866445854e-06,0.0212285235966014,4.84302780517001
"ENSG00000183779",2.31513135850916,2.14956501938513,8.76006561431098,2.80355567836786e-06,0.0212285235966014,4.61220173174498
