"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000120837",-1.62026370559547,2.44171445474708,-8.78829570958116,4.91879230989593e-07,0.000276940897584291,6.67247284869302
"ENSG00000011083",1.75368187934086,2.31428984840905,8.76045895527225,5.1074384960332e-07,0.000276940897584291,6.63671610765498
"ENSG00000156508",-1.85375851134142,8.00975740957419,-8.74317614173757,5.22841039400961e-07,0.000276940897584291,6.61446626246052
"ENSG00000184185",1.7287869433349,3.1583277470602,8.70753691279925,5.48756529048229e-07,0.000276940897584291,6.56846362215734
"ENSG00000254039",1.67398270567404,2.82795794222003,8.67324726473775,5.74979155313298e-07,0.000276940897584291,6.52404896979338
"ENSG00000079337",1.67915892189174,2.55242423615021,8.66311945030425,5.82976007605217e-07,0.000276940897584291,6.51090165008726
"ENSG00000228598",-2.25743063343348,1.53001817705588,-8.65183737291986,5.9202328776404e-07,0.000276940897584291,6.49624034690433
"ENSG00000100906",-2.39885845184533,2.36147893126536,-8.63599518020831,6.04979465695713e-07,0.000276940897584291,6.47562530830772
"ENSG00000118680",-1.66731883037944,4.40400114333395,-8.63394897322678,6.06674702261442e-07,0.000276940897584291,6.47296026410619
"ENSG00000120129",-2.12727848470386,1.46982528942552,-8.58854642516566,6.45614539658311e-07,0.000276940897584291,6.41368691641923
"ENSG00000257315",-2.50045400217068,2.46436080371907,-8.57935464119507,6.53815616601304e-07,0.000276940897584291,6.40165438665838
"ENSG00000143384",-2.05188855298159,4.17046924046071,-8.57808263276978,6.54959194275449e-07,0.000276940897584291,6.39998839452638
"ENSG00000131747",-1.55013491259266,3.74827442875002,-8.57143982560531,6.60965841135226e-07,0.000276940897584291,6.39128466401501
"ENSG00000265972",-2.3883683024115,5.19434731370685,-8.5702108891534,6.62083471954638e-07,0.000276940897584291,6.38967382142146
"ENSG00000132819",1.69419678146259,2.78662881300677,8.55778834943385,6.73494007057292e-07,0.000276940897584291,6.37337978278814
"ENSG00000187800",1.74594183857911,1.91488856370128,8.54107830845148,6.89172564020023e-07,0.000276940897584291,6.35143028112425
"ENSG00000259295",1.85444557692839,1.33903614332203,8.52903344295702,7.0071357450053e-07,0.000276940897584291,6.33558610302708
"ENSG00000184205",-1.78347135864125,2.7831020495542,-8.52726417557888,7.0242600920338e-07,0.000276940897584291,6.33325715730676
"ENSG00000183779",2.58142360107624,2.06013572361354,8.51659534567116,7.12846583228548e-07,0.000276940897584291,6.31920473573905
"ENSG00000080854",1.67134889623364,4.07515800836549,8.49941901030268,7.29968889881188e-07,0.000278786254164285,6.29654963850583
"ENSG00000273018",-2.05952412014184,1.7214228727767,-8.47859382123071,7.51315041826169e-07,0.000282156363957818,6.26902987985076
"ENSG00000100346",1.65508473849124,4.21728975929089,8.436385250552,7.96634696155592e-07,0.000285252289687715,6.21307769340366
"ENSG00000140368",1.6104594067403,2.19730905274215,8.43572614143046,7.97364940149358e-07,0.000285252289687715,6.21220210771593
"ENSG00000115041",1.57142021784749,3.77228085270362,8.42312586372955,8.11462342132436e-07,0.000285252289687715,6.19545238370074
"ENSG00000006283",1.73894341192215,4.81721228001136,8.41944131951506,8.15634391018707e-07,0.000285252289687715,6.19055050275149
"ENSG00000160683",1.60857602274962,2.25859260772861,8.39306219090376,8.46175621729344e-07,0.000285252289687715,6.15540349131231
"ENSG00000274376",1.76815950410143,1.95209513814446,8.38547842912672,8.55178462151847e-07,0.000285252289687715,6.14528197654272
"ENSG00000006534",1.69923751132965,3.03666643632057,8.37065269723088,8.73072769153712e-07,0.000285252289687715,6.12547306427686
"ENSG00000205189",-1.81112945768419,4.14050701912926,-8.36352874016442,8.81811908356081e-07,0.000285252289687715,6.11594423727191
"ENSG00000153303",1.59953562296322,2.16845945071968,8.36107833794646,8.84839257195576e-07,0.000285252289687715,6.11266508082853
"ENSG00000136944",1.67072512322064,3.78885983542006,8.35480351020603,8.92641793537154e-07,0.000285252289687715,6.10426439263711
"ENSG00000258344",-1.76891997526775,5.38643047615139,-8.34988305062439,8.9881119104548e-07,0.000285252289687715,6.09767325597602
"ENSG00000162947",-1.62762093874691,3.76419378046687,-8.31786546246077,9.40075017453945e-07,0.000289328179843351,6.05470571234615
"ENSG00000109320",-1.90318993257975,5.55131502309469,-8.29865593583969,9.65791107453169e-07,0.000289328179843351,6.02886087386798
"ENSG00000143947",-2.27372545077958,4.48507844662008,-8.2967851177315,9.68335115702328e-07,0.000289328179843351,6.02634120484244
"ENSG00000072163",1.61113301534893,2.91400778434829,8.29554082273024,9.70031083712328e-07,0.000289328179843351,6.02466509491092
"ENSG00000198915",1.52379715223728,4.07180399183155,8.28921679032831,9.78699467784493e-07,0.000289328179843351,6.01614319307865
"ENSG00000117013",1.68309466547577,2.2692910185547,8.27761437924888,9.94816978364558e-07,0.000289328179843351,6.00049452174974
"ENSG00000165731",1.60263665459664,3.52727779814337,8.26572294019117,1.01162800367087e-06,0.000289328179843351,5.98443729667472
"ENSG00000011451",1.51320331079232,2.55355313446691,8.26379928794101,1.01437563607264e-06,0.000289328179843351,5.98183797123012
"ENSG00000122367",1.53599215986207,3.49449920057636,8.24545126140392,1.04098356704207e-06,0.000291811423867086,5.9570203119148
"ENSG00000086666",-1.74955796758509,4.54742889848156,-8.23867050907544,1.05100305845917e-06,0.000291811423867086,5.9478371688445
"ENSG00000120694",-1.44932343436905,3.68854491745305,-8.23135121573105,1.06193302077402e-06,0.000291811423867086,5.93791773776446
"ENSG00000164867",1.72486369183565,2.09914245804647,8.18953854776848,1.12672396379114e-06,0.000302648262921331,5.88111288021508
"ENSG00000160808",2.13085521517758,1.54318061722436,8.18859584254509,1.12823210781484e-06,0.000302648262921331,5.87982944112764
"ENSG00000143847",1.42568440347311,2.85895865916698,8.17356229273351,1.15257384012606e-06,0.0003055405451713,5.85934588130677
"ENSG00000110172",-1.53982098700747,4.69798204873574,-8.16031004557966,1.17449258541031e-06,0.00030773071426803,5.84126401238217
"ENSG00000006625",-2.04270817567581,1.12334412781007,-8.14515019452471,1.20010872384843e-06,0.000310828159476743,5.82055013963504
"ENSG00000188760",1.80097261885018,0.923614276023858,8.12599312383214,1.23332790517096e-06,0.000315802019172923,5.79432998230588
"ENSG00000186642",1.5921470512307,4.88613037765546,8.11581621996264,1.25136971527464e-06,0.000316821503306556,5.78038062738507
"ENSG00000268869",1.49835694281162,2.30556498081191,8.10574167696874,1.26950544336846e-06,0.000317841846171349,5.76655769153934
"ENSG00000137841",1.80243271984883,1.8849077024733,8.06769531908998,1.3405439242334e-06,0.000330852410395648,5.71423075985541
"ENSG00000164142",-1.88407104643135,6.55245650830996,-8.05608202128973,1.36305667630441e-06,0.000330852410395648,5.69821905807279
"ENSG00000275928",1.4958322641553,3.22505837373309,8.05482337128378,1.36552053285383e-06,0.000330852410395648,5.69648260044605
"ENSG00000164023",-1.82854541996939,4.56014040605507,-8.03896866886193,1.39696356170516e-06,0.000334159217908999,5.67459057271837
"ENSG00000109956",1.54115900405412,3.18727167120098,8.03308401133604,1.40882819426419e-06,0.000334159217908999,5.66645632663927
"ENSG00000260458",1.64926591845694,1.31628060696596,8.01555464413101,1.4448070695817e-06,0.000334821738273136,5.64219767451682
"ENSG00000180264",1.59777975632193,2.23869200694451,8.00741808577431,1.46183649851937e-06,0.000334821738273136,5.63092326422947
"ENSG00000278217",-2.72158606461535,3.30714534355897,-7.99889507667992,1.47990271420233e-06,0.000334821738273136,5.61910361030775
"ENSG00000067064",-1.75945428699835,3.25796510359477,-7.99426574225691,1.48981438335224e-06,0.000334821738273136,5.61267949197621
"ENSG00000130720",1.66437761348679,2.85117784463565,7.99141361696073,1.49595589477289e-06,0.000334821738273136,5.60872013512824
"ENSG00000266397",-1.8343954501599,1.93749454880991,-7.98918361419486,1.50077644191127e-06,0.000334821738273136,5.60562363674874
"ENSG00000165424",1.45185456403714,2.9944638568612,7.98006090899362,1.52066860504241e-06,0.000335933585072752,5.5929490588435
"ENSG00000091536",1.74273268241114,3.72651645325166,7.97002027688885,1.54288520918923e-06,0.000337532353579232,5.578985908073
"ENSG00000106113",1.66354577609119,2.59933158266151,7.93923794430412,1.61316256455652e-06,0.00034609282295937,5.53609130739949
"ENSG00000159200",-1.6033703693949,4.60693629279708,-7.93684396850255,1.61876823587857e-06,0.00034609282295937,5.53274986036036
"ENSG00000186648",1.76278074361295,1.47638609350262,7.92705146896997,1.64191354504543e-06,0.00034609282295937,5.51907349842334
"ENSG00000231335",-2.52905224919206,2.46460055306566,-7.92640522745931,1.643453248864e-06,0.00034609282295937,5.51817048037348
"ENSG00000162512",1.69000196241313,1.76610114740515,7.87985082677653,1.7584913204982e-06,0.0003668896752295,5.45296593102953
"ENSG00000114270",1.81043254161809,2.49209911290329,7.8715049214702,1.77999963637188e-06,0.00036797001657218,5.44124476689781
"ENSG00000112972",-1.99377800336443,5.78986103406594,-7.84848306947878,1.84078440182479e-06,0.000375845140951729,5.40886215405387
"ENSG00000232022",1.50730582798195,2.44633319735345,7.84452511976447,1.85145389631394e-06,0.000375845140951729,5.40328745216854
"ENSG00000183092",1.69268562300255,3.25160855323283,7.81750657841704,1.9260578806529e-06,0.000383559386463522,5.36517394126939
"ENSG00000113161",-1.7490442391737,4.70200517952819,-7.81571538878423,1.93111481432111e-06,0.000383559386463522,5.36264360993214
"ENSG00000183018",1.68878509358107,1.97754096309224,7.80730037842385,1.9550609208957e-06,0.000383559386463522,5.35075010917471
"ENSG00000101489",1.5097037674256,4.43011425710812,7.80085922406842,1.97360221399295e-06,0.000383559386463522,5.3416397016051
"ENSG00000136286",1.69599701002156,1.20549037187391,7.80052626601911,1.97456569607991e-06,0.000383559386463522,5.34116860596831
"ENSG00000159640",1.7231614762507,1.77568670633616,7.79325673619608,1.99572600892129e-06,0.00038360288353753,5.33087922747052
"ENSG00000122042",-1.81982380639633,5.65470694475759,-7.7887930495563,2.00883771612429e-06,0.00038360288353753,5.32455760663397
"ENSG00000087266",1.46844140537244,3.04178082809374,7.76551451084208,2.07870842680414e-06,0.000393609554463677,5.29154452189986
"ENSG00000122566",-1.43805859264998,5.5793614589397,-7.75717289794742,2.10436729440088e-06,0.000395065760284036,5.27969614099341
"ENSG00000255808",1.65554849419539,1.46673015859987,7.75167417162585,2.1214643853179e-06,0.000395065760284036,5.27188043763069
"ENSG00000259420",1.83217245982158,1.87426802613338,7.74340951049901,2.14743833506427e-06,0.000396624819704944,5.26012533769089
"ENSG00000100218",1.47746334106673,3.23185224440374,7.72251824912322,2.21460531950282e-06,0.000403992229443726,5.23036818049991
"ENSG00000228716",-1.36975595078274,5.9437868008245,-7.71989790080913,2.22318539258075e-06,0.000403992229443726,5.2266314654008
"ENSG00000124614",-1.83972721318367,3.57434266580349,-7.71059494904457,2.25393193893038e-06,0.000406302787039346,5.21335729410633
"ENSG00000139567",1.46425021366771,1.81769720296632,7.70481724283381,2.27325344851959e-06,0.000406533491710253,5.2051070759293
"ENSG00000196205",-1.9806215677606,4.14279346408922,-7.6863676095218,2.33613271145168e-06,0.000414488806197959,5.17873057918841
"ENSG00000214548",1.34003518980493,2.82929853355257,7.67445059253889,2.37772302275277e-06,0.000418572131810064,5.16166788171218
"ENSG00000227432",1.58259328271901,2.55342245794374,7.66566739024205,2.40887693674031e-06,0.000420769178415267,5.14907930811684
"ENSG00000108821",1.61586894909089,3.54026066621708,7.65870818483263,2.43386740829814e-06,0.000421838035818522,5.13909724026334
"ENSG00000085741",1.5056107024087,3.12523891778385,7.65358552033129,2.45243787743427e-06,0.000421838035818522,5.13174507010019
"ENSG00000240567",-1.49934952751456,2.17231725975549,-7.63195702456521,2.53251130147982e-06,0.000432311190577611,5.10066236036272
"ENSG00000076864",1.4346744827601,3.94111548959551,7.62581740105905,2.55574161010056e-06,0.000432996433837564,5.09182690973244
"ENSG00000189120",1.44402641660472,2.08799885689084,7.61856551449585,2.58347074984136e-06,0.000434217846100219,5.08138392616957
"ENSG00000261604",-1.41696784629191,2.19946394846712,-7.61087907329054,2.61320886350362e-06,0.000434217846100219,5.07030701718849
"ENSG00000120705",-1.6406873037427,4.60468801377294,-7.60274522426309,2.64507222262539e-06,0.000434217846100219,5.05857621025163
"ENSG00000090539",1.77877338596049,0.934802521060163,7.60095468734192,2.6521414092897e-06,0.000434217846100219,5.05599259778864
"ENSG00000007314",1.73725133651989,2.69068597398163,7.59366474886928,2.68112943837843e-06,0.000434217846100219,5.04546904937083
"ENSG00000096384",-1.71367682665919,5.9344536680684,-7.58868485957309,2.70112401968559e-06,0.000434217846100219,5.03827587709004
"ENSG00000278766",-1.63182405047712,2.76273673686571,-7.58761899008398,2.70542398903257e-06,0.000434217846100219,5.03673582965048
"ENSG00000101220",1.54205194570798,1.87563611972299,7.58003318965426,2.73623658362814e-06,0.000434217846100219,5.02577063102285
"ENSG00000198400",1.49347435671979,3.23358850489946,7.57930131180739,2.73922893242861e-06,0.000434217846100219,5.02471227560193
"ENSG00000166233",-1.64758771657474,5.63684669867165,-7.57504261252457,2.75670974207296e-06,0.000434217846100219,5.01855233367856
"ENSG00000259001",-3.69640915658414,3.67110327012823,-7.57063539732677,2.77492432602989e-06,0.000434217846100219,5.01217485270028
"ENSG00000020633",1.56735421325691,2.77164086525449,7.56092982255506,2.81548632934816e-06,0.000437526575580704,4.99812059647375
"ENSG00000184144",1.55273218266646,2.17244033094338,7.55633242975223,2.83491816810255e-06,0.000437528843026402,4.99145860756098
"ENSG00000163995",1.39452044311145,4.52842971555241,7.54332524145651,2.89066717187357e-06,0.00043954346077494,4.97259381948012
"ENSG00000005379",1.46871812714488,2.2827393529945,7.54141507472645,2.89895121146129e-06,0.00043954346077494,4.96982140305684
"ENSG00000186510",1.8009515524429,1.32345446191433,7.5332384885212,2.93469603245009e-06,0.00043954346077494,4.95794801445715
"ENSG00000277209",-3.71893421520339,3.65902799704928,-7.5272569521565,2.96113968517065e-06,0.00043954346077494,4.94925605287865
"ENSG00000197150",1.60378480592483,2.32422010809579,7.52634899368019,2.96517561275455e-06,0.00043954346077494,4.94793622237446
"ENSG00000273937",-1.57193835508226,2.73866474069973,-7.52589080789916,2.96721448051973e-06,0.00043954346077494,4.94727014764842
"ENSG00000120686",-1.65489956368978,3.0261477764169,-7.50612410884185,3.05659912076064e-06,0.00043954346077494,4.91850627354917
"ENSG00000104067",-1.81756751062365,7.13008893364202,-7.50441752690075,3.06444851149722e-06,0.00043954346077494,4.91602028749005
"ENSG00000244067",-1.51393922282652,2.88312638565075,-7.50163636745555,3.07728605654185e-06,0.00043954346077494,4.91196806567453
"ENSG00000282885",-3.6115897200876,6.70045828201602,-7.50091869950538,3.08060794956889e-06,0.00043954346077494,4.91092222496617
"ENSG00000169427",1.31940950377116,3.56813772743123,7.49934763439009,3.08789321843462e-06,0.00043954346077494,4.90863249104201
"ENSG00000160838",1.8487110526877,0.976964993205866,7.49853628442869,3.09166269568925e-06,0.00043954346077494,4.90744985831568
"ENSG00000166159",1.77393933049493,0.779144323415974,7.49641132403203,3.1015581708257e-06,0.00043954346077494,4.90435204550252
"ENSG00000137575",-1.4609301741563,3.9728959696006,-7.4796193991982,3.18094104914292e-06,0.00044797590412711,4.87984965496729
"ENSG00000258654",1.37259741285344,2.93171117833689,7.47326805163025,3.21152354543811e-06,0.000448239396154408,4.87057137504667
"ENSG00000197894",-1.47155423897671,3.0383233307612,-7.46745220585945,3.23979996601358e-06,0.000448239396154408,4.86207029830932
"ENSG00000181652",1.65109831642576,1.25546406548647,7.46690176988749,3.24248975161623e-06,0.000448239396154408,4.86126546933472
"ENSG00000215354",1.93119305330997,0.699292109012063,7.4508006813037,3.32222272328712e-06,0.00045480465326944,4.83770374557924
"ENSG00000119801",-1.31009914640063,2.72071389495484,-7.44753166481369,3.3386623647481e-06,0.00045480465326944,4.83291544120947
"ENSG00000204241",1.68413285316759,1.8805826174754,7.44076457178909,3.37296716567816e-06,0.00045480465326944,4.82299843349874
"ENSG00000260139",1.86966396968377,0.647706749180209,7.43730042849303,3.39067199830902e-06,0.00045480465326944,4.8179192683016
"ENSG00000008405",-1.56045394622529,4.33002638336548,-7.43083174532367,3.423995924694e-06,0.00045480465326944,4.80843019120558
"ENSG00000144381",-1.51712918172693,4.98375946133605,-7.42963021669847,3.43022368660996e-06,0.00045480465326944,4.80666697490661
"ENSG00000248484",1.59631014875731,1.40554140523594,7.42942871196313,3.43126929640105e-06,0.00045480465326944,4.80637125088089
"ENSG00000156261",-1.46828929119832,3.68805103424228,-7.42195001483996,3.47031533968449e-06,0.000457290149410004,4.79539154069575
"ENSG00000274012",-3.64083862625181,6.68624229105412,-7.41550314141581,3.50435082323794e-06,0.000459090331976864,4.78592021848553
"ENSG00000166710",-1.65021709249153,3.29887814501813,-7.40589310454676,3.55574165832499e-06,0.000463130212641833,4.77179066696663
"ENSG00000181378",1.40545061292735,2.33254346073134,7.39967469647266,3.58941892236523e-06,0.000464829750446297,4.76264070177394
"ENSG00000170144",-1.63169103420095,4.56086733772203,-7.39137640800144,3.63488573147245e-06,0.00046489842965845,4.75042164531306
"ENSG00000196169",1.62722890636367,2.77161439176962,7.38596534379531,3.66486048548027e-06,0.00046489842965845,4.74244861343636
"ENSG00000003137",1.76214220164119,1.41873904111284,7.37792268801473,3.70989616412242e-06,0.00046489842965845,4.73059020304746
"ENSG00000276197",-1.54644705080071,2.92037348487283,-7.37759357297119,3.71175147580785e-06,0.00046489842965845,4.73010474381069
"ENSG00000133619",1.6961165638114,1.66233611168267,7.37728876942807,3.71347061059449e-06,0.00046489842965845,4.72965513115531
"ENSG00000162924",-1.50971120306075,4.06049874784337,-7.37724091055703,3.71374061769498e-06,0.00046489842965845,4.72958453379459
"ENSG00000084636",1.85668744789984,2.10027951629097,7.36556451675909,3.78023919727219e-06,0.000468202000189767,4.71235061387085
"ENSG00000102471",-1.84743892619927,5.64521040905773,-7.36125719933922,3.80508630831335e-06,0.000468202000189767,4.70598819867892
"ENSG00000155090",-1.72282190834845,3.25628629188891,-7.35966244008308,3.81432948929861e-06,0.000468202000189767,4.70363187085012
"ENSG00000081248",1.37378436002374,3.18796536371784,7.35812816359611,3.82324448741477e-06,0.000468202000189767,4.70136456182891
"ENSG00000257008",1.97067454164949,0.2677693873791,7.33603935728272,3.95405937141402e-06,0.000480724816783812,4.66868461224414
"ENSG00000109101",1.55582552153561,1.36473587886457,7.33370262016825,3.96817183339054e-06,0.000480724816783812,4.66522332396629
"ENSG00000144711",1.44120965975663,4.73573375043873,7.32916928476434,3.9957022457075e-06,0.00048147143691191,4.658506071615
"ENSG00000198933",1.40001993935127,3.08248157808289,7.32364329408513,4.02953384957155e-06,0.00048227018580891,4.65031392804236
"ENSG00000236544",1.4401861229698,2.39446676655187,7.31872015537865,4.0599293348131e-06,0.00048227018580891,4.64301176860129
"ENSG00000099949",1.48272389286088,2.09077783818218,7.31610936270724,4.07614649085213e-06,0.00048227018580891,4.63913792981785
"ENSG00000175264",1.50476145747618,1.60132126632243,7.31290415606264,4.09614944364762e-06,0.00048227018580891,4.63438076023485
"ENSG00000229370",-1.59761375692561,4.18826906633056,-7.31079874070759,4.1093452125909e-06,0.00048227018580891,4.63125509049536
"ENSG00000122756",1.37622352606421,1.99006715130373,7.29712095739776,4.19617112522659e-06,0.000489580845055356,4.6109335821642
"ENSG00000168564",-1.63082201066334,1.60296507892909,-7.2889393943295,4.24903092345766e-06,0.000489580845055356,4.59876499473753
"ENSG00000138771",-2.05490612612706,7.67220283177889,-7.28656973245734,4.26447184050168e-06,0.000489580845055356,4.59523873736481
"ENSG00000204393",1.39299612343291,3.02879519873576,7.2797642668622,4.30914696292004e-06,0.000489580845055356,4.58510709134023
"ENSG00000135835",1.45193857810361,2.23389409630001,7.27855295963879,4.31715034819856e-06,0.000489580845055356,4.5833030502847
"ENSG00000276710",1.72168688048421,1.24764191319701,7.27617876765856,4.33288271969145e-06,0.000489580845055356,4.57976646654414
"ENSG00000124664",1.73978404189011,1.49261929899178,7.27614546965473,4.33310379567221e-06,0.000489580845055356,4.57971686018654
"ENSG00000113763",1.55399518256151,3.71935928328756,7.2732336207892,4.35248259117984e-06,0.000489580845055356,4.57537825237467
"ENSG00000183346",-1.2850890866431,4.90167220312591,-7.27103375345206,4.36718367976419e-06,0.000489580845055356,4.5720996678087
"ENSG00000185519",1.94588352635565,1.14935418429929,7.2660477004164,4.40069837007065e-06,0.000490895724617832,4.56466606978578
"ENSG00000099365",1.72199651542521,1.93357027438812,7.25679858022655,4.4635887972084e-06,0.000492624400818621,4.55086717791458
"ENSG00000250424",1.59863290573218,2.50068964716113,7.25497288814152,4.47611448706137e-06,0.000492624400818621,4.54814193070764
"ENSG00000058404",1.41036752671377,4.28513730684931,7.24855611220556,4.52043371648922e-06,0.000492624400818621,4.53855962959104
"ENSG00000116396",1.32237801401606,2.42981979083962,7.24582954780362,4.53940543761718e-06,0.000492624400818621,4.53448618034134
"ENSG00000146166",-1.67297548638089,4.6119370934638,-7.24274000072989,4.56100440872537e-06,0.000492624400818621,4.52986913107937
"ENSG00000173546",1.85042952523404,2.47292492116409,7.24230487802213,4.56405504467116e-06,0.000492624400818621,4.52921876773026
"ENSG00000083896",-1.47635240940323,4.58071102181221,-7.24133360068406,4.57087241833546e-06,0.000492624400818621,4.52776693247088
"ENSG00000230202",-1.98145394083734,0.613520211849649,-7.23846156039121,4.59109413624064e-06,0.000492624400818621,4.52347309134638
"ENSG00000173826",1.49632828060408,2.17873003856201,7.23434986363222,4.62020859245896e-06,0.000493398863572881,4.51732381028482
"ENSG00000100650",-1.51979435058201,4.74263114010374,-7.22074027704872,4.71797405328471e-06,0.000501462779918229,4.49695229980986
"ENSG00000203999",1.35058639127625,2.28531689747231,7.2066656917839,4.82137888490564e-06,0.00051004756062713,4.47585632946608
"ENSG00000127152",1.28325112058308,3.39837061343739,7.18927588607456,4.95245263424916e-06,0.000515937707991831,4.44975132148465
"ENSG00000087074",-1.67518737405806,3.63549090560085,-7.18575880122701,4.97941633700559e-06,0.000515937707991831,4.44446621566922
"ENSG00000166341",1.55227018475172,2.55965670711796,7.18008782116435,5.02321951404437e-06,0.000515937707991831,4.43594065293567
"ENSG00000130935",-1.46646896157386,3.72250098206831,-7.17944311322339,5.02822496784157e-06,0.000515937707991831,4.43497112273054
"ENSG00000264813",1.58170237983452,2.18799368967279,7.17677700478294,5.04898032483123e-06,0.000515937707991831,4.43096110718851
"ENSG00000260473",1.34388544316145,2.55265257787705,7.17586936107263,5.05606683358555e-06,0.000515937707991831,4.4295957096462
"ENSG00000138316",1.27650382722288,4.47029949322388,7.17494478118961,5.06329636100622e-06,0.000515937707991831,4.42820471056165
"ENSG00000112139",1.2825830849877,3.23916271510439,7.17319783550741,5.07698595894326e-06,0.000515937707991831,4.42557614861268
