,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
118,12.72529977,-1.319773722,0.764126893,-1.72716565,0.084137918,0.903402997
132,21.51081399,0.785313938,0.686008845,1.144757744,0.252309524,0.903402997
134,21.73103596,0.635420066,0.67953134,0.93508574,0.349744115,0.903402997
136,38.58612025,-0.586676053,0.636721569,-0.921401255,0.356840974,0.903402997
139,26.08901784,-1.234701573,0.74700953,-1.652859199,0.098359523,0.903402997
145,24.95001728,0.883595354,0.627649412,1.407784883,0.159194778,0.903402997
149,9.297757455,-1.037367865,0.763287044,-1.359079619,0.17412136,0.903402997
155,15.09464397,-0.636078801,0.762364331,-0.834350159,0.404083694,0.903402997
162,32.88406684,-0.874507412,0.688810261,-1.269591152,0.204230303,0.903402997
165,27.16255028,0.685218991,0.620836507,1.103702801,0.26972208,0.903402997
168,1.38208236,0.658021342,0.772272049,0.85205899,0.394181352,0.903402997
169,12.38117506,-1.277057469,0.76371776,-1.672158924,0.094492988,0.903402997
174,10.48961388,-1.19397335,0.763567777,-1.563676973,0.117893448,0.903402997
179,7.048309155,-0.82872995,0.764132815,-1.084536529,0.27812698,0.903402997
183,28.04286288,0.632106682,0.622137674,1.016023798,0.309618054,0.903402997
188,24.22817788,-1.187501206,0.747455206,-1.588725581,0.112122361,0.903402997
189,11.01759214,-1.173952137,0.763360386,-1.537874062,0.12407941,0.903402997
195,35.42563744,-0.957074914,0.685437903,-1.396297037,0.162625066,0.903402997
203,16.06386432,-0.69603165,0.761543643,-0.913974736,0.360730121,0.903402997
204,47.96112476,-0.498534747,0.587219969,-0.848974445,0.395895512,0.903402997
207,16.90831222,-0.654363654,0.762005627,-0.858738612,0.390484743,0.903402997
213,23.27665861,-1.112603532,0.749392439,-1.484674083,0.13763018,0.903402997
214,48.29690488,-0.515347582,0.58614274,-0.87921857,0.379282778,0.903402997
216,0.893266178,1.083718953,0.778985742,1.391192283,0.164167127,0.903402997
221,29.32184243,0.521643488,0.615490799,0.847524428,0.396702877,0.903402997
236,8.192800071,-0.908394559,0.763807246,-1.18929817,0.234322355,0.903402997
244,52.49220475,-1.03309812,0.621639913,-1.661891553,0.096534521,0.903402997
250,11.66761741,-1.266554578,0.763175934,-1.659584012,0.096998167,0.903402997
253,1.226574925,0.820974429,0.773936198,1.060777918,0.28879084,0.903402997
254,20.45556273,-0.975413719,0.75352293,-1.294471183,0.195502717,0.903402997
258,12.04611629,-1.294619653,0.763340815,-1.695991657,0.08988746,0.903402997
260,43.19787525,0.803254072,0.539986703,1.487544169,0.136871147,0.903402997
263,18.59357625,-0.889799691,0.756162526,-1.176730743,0.239302993,0.903402997
266,32.54979768,-0.860289132,0.689731693,-1.24728085,0.212294537,0.903402997
267,17.80851944,-0.794079482,0.759043538,-1.046158016,0.295488083,0.903402997
278,6.618534434,-0.750204394,0.766132697,-0.979209472,0.327476489,0.903402997
279,6.487004022,-0.688184763,0.763395824,-0.901478291,0.367334071,0.903402997
280,24.58082727,-1.186238796,0.747250112,-1.587472224,0.112405733,0.903402997
281,17.18621093,-0.75892306,0.759912092,-0.998698492,0.317940771,0.903402997
282,27.59451056,-0.666048459,0.697197218,-0.955322888,0.339414437,0.903402997
285,10.89593182,-1.186204723,0.763248405,-1.554152902,0.120147949,0.903402997
291,17.77460122,-0.703986378,0.761324042,-0.924686912,0.355128789,0.903402997
292,19.44323829,-0.857775455,0.757273513,-1.132715512,0.257333741,0.903402997
293,1.40896816,0.689646278,0.768389818,0.897521364,0.369440779,0.903402997
294,7.893597323,-0.923391775,0.763728613,-1.209057458,0.226640772,0.903402997
297,43.59821486,-0.723813707,0.631070156,-1.146962347,0.251397183,0.903402997
298,12.26741867,-1.295037939,0.763276472,-1.696682639,0.089756677,0.903402997
302,17.84019114,-0.81172854,0.758720795,-1.069864627,0.284680247,0.903402997
305,25.15250832,0.909725103,0.631031492,1.441647706,0.149401783,0.903402997
311,15.86638593,-0.668725909,0.762194944,-0.877368597,0.380286464,0.903402997
315,11.80786488,-1.292159368,0.763278175,-1.692907528,0.09047307,0.903402997
318,21.11522181,0.61710284,0.679858488,0.907693072,0.364040405,0.903402997
319,0.549050151,1.194461812,0.797973595,1.496868843,0.134427389,0.903402997
324,50.80531394,0.649641521,0.503794267,1.289497646,0.197225134,0.903402997
328,29.33101609,-0.730176833,0.694786204,-1.050937438,0.293287324,0.903402997
336,33.30581257,-0.930556167,0.686842818,-1.354831329,0.175471303,0.903402997
341,7.044123495,0.982300573,0.764021561,1.28569745,0.198548671,0.903402997
343,31.91858006,-0.793059362,0.692040998,-1.145971647,0.251806884,0.903402997
346,34.45055182,-0.971337097,0.685146975,-1.417706176,0.156276566,0.903402997
348,20.77729827,-0.998354405,0.752947573,-1.325928179,0.184863488,0.903402997
353,15.71829377,-0.650294006,0.762040477,-0.853358878,0.393460318,0.903402997
364,26.4799691,-0.614072166,0.699981349,-0.877269325,0.380340369,0.903402997
374,6.867429063,-0.788360785,0.763481277,-1.032586927,0.301797249,0.903402997
376,6.176163966,-0.714517053,0.763581221,-0.935744665,0.349404668,0.903402997
377,27.48784065,-1.271450109,0.744565278,-1.707640885,0.087702997,0.903402997
380,9.031058491,-1.008290793,0.763741431,-1.320199157,0.186768533,0.903402997
387,21.71333128,-1.063926233,0.751173038,-1.416353062,0.156672159,0.903402997
388,12.86053951,0.655472852,0.750658283,0.873197388,0.382555498,0.903402997
391,17.24971637,-0.779737432,0.759356948,-1.026839135,0.304496218,0.903402997
393,26.97086279,0.739621419,0.632095782,1.170109721,0.241956817,0.903402997
397,17.69215787,-0.801882725,0.75871931,-1.056889834,0.290561869,0.903402997
401,6.570480841,-0.746479287,0.763556947,-0.977634071,0.32825534,0.903402997
402,1.218989803,0.878399547,0.772969486,1.136396148,0.255790807,0.903402997
407,8.131172277,-0.945235055,0.764092655,-1.237068632,0.216061604,0.903402997
410,27.26017105,-1.292844359,0.744333487,-1.736915484,0.08240209,0.903402997
413,10.88550234,-1.184371107,0.763408321,-1.551425462,0.120799757,0.903402997
417,38.92358055,0.552924699,0.569075704,0.971618882,0.331240185,0.903402997
419,16.62417558,-0.729138626,0.76110029,-0.958005976,0.338059745,0.903402997
434,16.69620926,-0.711592417,0.76122798,-0.934795405,0.349893748,0.903402997
436,23.33697878,-1.113473316,0.749300046,-1.486017946,0.137274374,0.903402997
440,20.60014161,0.618853756,0.679245115,0.911090477,0.362247704,0.903402997
448,6.201666394,0.841984513,0.765024955,1.100597447,0.271071897,0.903402997
455,16.99796475,-0.767758692,0.760147961,-1.010012171,0.312489459,0.903402997
461,27.7819641,-0.650201653,0.700137449,-0.928677152,0.353056425,0.903402997
464,11.48659169,-1.206068721,0.763244667,-1.58018624,0.114064222,0.903402997
466,0.649232179,1.204362748,0.794479486,1.515914216,0.129541045,0.903402997
467,6.983348362,-0.772956601,0.763557628,-1.012309449,0.311390118,0.903402997
472,8.583806265,-0.957707736,0.763741206,-1.253968922,0.209853302,0.903402997
474,10.90519708,-1.195410034,0.763156284,-1.566402661,0.11725438,0.903402997
478,21.64356927,-0.969943381,0.755397568,-1.284017081,0.199135979,0.903402997
480,25.35345894,1.154200339,0.638255487,1.80836728,0.070549357,0.903402997
481,19.40408609,0.79273336,0.690442115,1.148153252,0.250905304,0.903402997
486,17.55679494,-0.798169859,0.759008979,-1.051594751,0.292985517,0.903402997
494,18.97383274,-0.886085485,0.756201035,-1.171759154,0.241293766,0.903402997
503,26.70150392,0.761301767,0.623898067,1.220234213,0.2223761,0.903402997
506,18.95275783,-0.890067354,0.756750983,-1.176169406,0.239527187,0.903402997
511,15.48347983,-0.654311696,0.762097575,-0.858566826,0.390579547,0.903402997
515,11.04485121,-1.194730477,0.763238021,-1.56534455,0.117502143,0.903402997
518,9.677045262,-1.104646873,0.763607595,-1.44661588,0.148004536,0.903402997
521,24.41307787,-1.161270722,0.747836338,-1.552840726,0.12046119,0.903402997
541,39.27260833,0.590997393,0.570037507,1.03676931,0.299843382,0.903402997
544,101.4174036,0.347458503,0.402164181,0.863971779,0.387603394,0.903402997
545,6.085828065,-0.659223369,0.763565298,-0.863349042,0.387945588,0.903402997
548,15.78418393,-0.667680307,0.761812971,-0.876435993,0.380793059,0.903402997
553,6.249227842,0.662213699,0.764211394,0.866532094,0.386198434,0.903402997
562,41.46281465,-0.671306991,0.632802586,-1.060847421,0.288759248,0.903402997
564,11.34563887,1.026410129,0.761819126,1.347314728,0.177878891,0.903402997
568,10.26107544,-1.159765792,0.763408029,-1.519195172,0.128713376,0.903402997
573,18.73173704,-0.890493884,0.756347846,-1.177360243,0.239051751,0.903402997
582,8.861018137,-0.992783537,0.764097041,-1.29928986,0.193844473,0.903402997
586,47.22514328,0.4849197,0.529638992,0.915566467,0.359894326,0.903402997
589,7.120871177,-0.761021511,0.763430282,-0.996844805,0.318839846,0.903402997
591,31.13208998,-0.708005853,0.695309545,-1.018259937,0.308554442,0.903402997
603,22.91109086,-1.127626933,0.749026324,-1.505457012,0.132206621,0.903402997
607,19.25688079,-0.923656345,0.755637756,-1.222353354,0.221574031,0.903402997
608,0.742735084,1.159262484,0.78841098,1.470378412,0.141459295,0.903402997
610,20.65404045,-0.917340532,0.755260973,-1.214600733,0.224518409,0.903402997
612,10.59944668,1.199067807,0.765097844,1.56720845,0.117065976,0.903402997
617,34.47645135,0.719458199,0.57724635,1.246362492,0.212631345,0.903402997
618,22.23229802,-1.046497995,0.751927148,-1.391754505,0.163996751,0.903402997
622,6.734590136,0.697026519,0.765820623,0.910169429,0.362733164,0.903402997
627,12.11629128,-1.318441139,0.763316018,-1.727254647,0.08412194,0.903402997
632,9.673396458,-1.045258236,0.763369927,-1.369268292,0.170915426,0.903402997
649,9.902016126,-1.139665506,0.763515049,-1.492656245,0.135527192,0.903402997
650,23.89887982,-1.166141983,0.747725522,-1.559585635,0.118857833,0.903402997
651,11.59540153,-1.262449052,0.763230138,-1.654087003,0.098109836,0.903402997
666,15.57438883,-0.65729999,0.762495463,-0.862037903,0.388666661,0.903402997
668,30.01085598,-0.745195738,0.693837642,-1.074020337,0.282813567,0.903402997
670,22.28389795,-1.084891502,0.751367741,-1.443888849,0.148770244,0.903402997
672,19.00499893,-0.862603659,0.757084671,-1.139375413,0.254546607,0.903402997
676,20.53563999,-0.940934745,0.754782863,-1.246629714,0.212533301,0.903402997
682,21.44167367,-1.045841784,0.752072412,-1.390613147,0.164342767,0.903402997
686,37.38032891,0.575395597,0.570000739,1.009464651,0.312751847,0.903402997
687,16.44006202,-0.735909694,0.760661137,-0.967460618,0.333313819,0.903402997
690,8.493582016,-1.005448601,0.763421884,-1.317028791,0.187828974,0.903402997
693,35.00159976,-0.995092577,0.68394099,-1.454939229,0.145686086,0.903402997
701,19.627013,-0.935531543,0.755048857,-1.239034447,0.215332741,0.903402997
703,1.444628942,0.684168612,0.768799233,0.889918438,0.373509683,0.903402997
704,1.444628942,0.684168612,0.768799233,0.889918438,0.373509683,0.903402997
705,9.648918306,-1.047096692,0.763264022,-1.371866959,0.170104858,0.903402997
708,68.67172961,-0.445191123,0.514234293,-0.865735966,0.386634972,0.903402997
712,43.11895078,-0.732206365,0.631894387,-1.158748011,0.246558914,0.903402997
716,35.17678093,-0.965966318,0.68747316,-1.405096771,0.159992504,0.903402997
717,1.21163208,0.821053421,0.77327652,1.061785014,0.288333295,0.903402997
720,30.06649221,-0.74467881,0.693864193,-1.07323424,0.283166032,0.903402997
728,10.06331915,-1.128991566,0.763223969,-1.479240186,0.139076133,0.903402997
729,19.82296874,-0.891452075,0.756276768,-1.178737881,0.238502567,0.903402997
734,48.85701747,-0.497349819,0.586648148,-0.847782135,0.396559314,0.903402997
744,48.89798719,-0.939581569,0.630918121,-1.48922901,0.136427074,0.903402997
765,6.912411063,-0.733748698,0.763456398,-0.961087889,0.336507979,0.903402997
776,11.30315393,-1.252942644,0.763226962,-1.641638342,0.100664977,0.903402997
796,6.375880062,-0.665954927,0.763563946,-0.872166542,0.383117529,0.903402997
798,11.90347419,0.917641535,0.758007569,1.210596796,0.226049973,0.903402997
804,33.96422266,-0.926716594,0.687115101,-1.348706486,0.177431261,0.903402997
815,25.6655055,-1.233322631,0.745595072,-1.654145362,0.098097981,0.903402997
821,7.05998724,-0.843412786,0.763728351,-1.104336096,0.26944737,0.903402997
831,28.91301543,-0.703557347,0.696557772,-1.010048808,0.312471907,0.903402997
833,19.4246523,-0.844847187,0.757449922,-1.115383555,0.264686094,0.903402997
840,40.49916015,-0.628806573,0.634936227,-0.990346031,0.322005015,0.903402997
844,5.97386378,0.776359988,0.764942304,1.014926202,0.310141007,0.903402997
846,19.37701325,-0.877574939,0.75727208,-1.158863455,0.246511847,0.903402997
848,19.1463888,-0.912327932,0.755896325,-1.206948495,0.22745198,0.903402997
853,15.72905633,-0.643715568,0.76226559,-0.84447675,0.39840305,0.903402997
865,23.48142684,-1.121209794,0.749106584,-1.496729328,0.134463702,0.903402997
874,9.78584429,-1.059490455,0.763717417,-1.387280729,0.165356177,0.903402997
876,41.68924174,0.694881062,0.535237578,1.298266586,0.194195744,0.903402997
885,18.21039758,-0.848257907,0.757520364,-1.119782315,0.262806537,0.903402997
896,12.59043599,-1.305551196,0.763163023,-1.710710762,0.08713452,0.903402997
901,22.875067,-1.038281229,0.751732955,-1.381183599,0.167222516,0.903402997
903,40.99879903,-0.599947642,0.638184322,-0.940085211,0.347173854,0.903402997
911,40.06710439,-1.137187191,0.678799588,-1.675291517,0.093877049,0.903402997
913,19.01256935,-0.79693395,0.759106421,-1.049831655,0.293795519,0.903402997
923,18.71906568,-0.885519239,0.756275984,-1.1708943,0.241641267,0.903402997
931,36.07483588,0.679511394,0.572939517,1.186008948,0.235618766,0.903402997
933,8.978086655,-1.006106428,0.763327921,-1.3180527,0.187486007,0.903402997
936,50.19781446,-0.516868786,0.602684804,-0.85761045,0.391107603,0.903402997
938,18.9112095,-0.804522175,0.758719252,-1.060368736,0.28897688,0.903402997
940,35.00597161,-0.958954354,0.685346462,-1.399225658,0.161745325,0.903402997
947,51.27267973,-0.60614666,0.595459818,-1.017947209,0.308703044,0.903402997
949,42.33818634,-0.683837019,0.637966214,-1.071901621,0.283764222,0.903402997
952,16.36846924,-0.688520514,0.762336647,-0.903171214,0.366435033,0.903402997
955,26.65050542,-0.606874601,0.69955954,-0.867509577,0.385662866,0.903402997
970,22.91080664,-1.061976593,0.750899203,-1.414273166,0.157281713,0.903402997
973,20.64623192,-0.898650037,0.756105824,-1.188524156,0.234626969,0.903402997
974,5.309126829,1.362914395,0.764419397,1.782940623,0.074595969,0.903402997
994,134.4180837,-0.385699984,0.395910682,-0.974209591,0.329952483,0.903402997
1000,13.30665365,1.112178374,0.762398275,1.458789207,0.144623134,0.903402997
1003,9.497381807,-1.040521455,0.763327629,-1.363138731,0.172838792,0.903402997
1005,16.49543098,-0.723665318,0.761361285,-0.950488726,0.34186398,0.903402997
1007,63.92167116,0.756281357,0.453631107,1.66717261,0.095480087,0.903402997
1009,28.40878238,-0.601814353,0.700258783,-0.859417071,0.390110455,0.903402997
1012,6.697704684,-0.734874712,0.763618514,-0.962358427,0.335869589,0.903402997
1025,18.49062431,0.895196303,0.690484587,1.296475432,0.194811739,0.903402997
1038,25.03799697,-1.211840091,0.746236633,-1.623935408,0.104389595,0.903402997
1048,38.78238487,-0.592540538,0.635973441,-0.93170642,0.351488268,0.903402997
1051,35.56730123,-0.904264059,0.687556377,-1.315185327,0.188447625,0.903402997
1063,30.28543438,-0.744887135,0.694284914,-1.072883942,0.283323192,0.903402997
1070,32.49787942,-0.844546769,0.689963921,-1.224044828,0.220935317,0.903402997
1074,21.76603621,-0.99090824,0.753177809,-1.315636532,0.188296066,0.903402997
1080,21.00284495,-1.008423518,0.752856212,-1.339463635,0.180419785,0.903402997
1082,17.80735767,-0.779296258,0.759483022,-1.026087793,0.304850204,0.903402997
1098,20.52597252,-0.995071653,0.75294975,-1.321564491,0.186313214,0.903402997
1105,24.26454646,-1.156797239,0.748095873,-1.546322178,0.122026778,0.903402997
1107,17.25268753,-0.756365986,0.760040497,-0.995165375,0.319655839,0.903402997
1111,28.82475318,-0.678405409,0.696828174,-0.973561968,0.330274078,0.903402997
1118,59.38002833,0.713375198,0.476055068,1.498514031,0.13399975,0.903402997
1120,26.38129328,-1.278876204,0.744259607,-1.718320047,0.085738255,0.903402997
1128,28.27894362,-0.593930045,0.700155275,-0.848283326,0.396280201,0.903402997
1130,20.47018656,-0.952943108,0.754302791,-1.263342944,0.206465959,0.903402997
1131,6.560621744,-0.715370543,0.763683857,-0.9367365,0.348894116,0.903402997
1135,17.03360169,-0.653912912,0.761990201,-0.858164463,0.390801656,0.903402997
1144,31.52842627,-0.786420496,0.712943853,-1.103060911,0.270000715,0.903402997
1146,9.425214801,-1.019566577,0.767323992,-1.328730221,0.183936991,0.903402997
1152,23.2122779,-1.097035037,0.751150752,-1.460472528,0.144160252,0.903402997
1158,19.88678083,-0.933134223,0.754917011,-1.236075237,0.216430599,0.903402997
1159,16.05939535,-0.635544752,0.762535313,-0.833462714,0.404583818,0.903402997
1165,8.609385475,-0.992955924,0.763681398,-1.300222746,0.193524637,0.903402997
1170,19.48268233,0.770255336,0.687661785,1.12010781,0.262667823,0.903402997
1172,89.797406,0.363782838,0.413759795,0.879212632,0.379285996,0.903402997
1174,61.03367044,-0.457915843,0.546933509,-0.837242252,0.402456412,0.903402997
1175,72.33373997,-0.456983297,0.520563703,-0.877862391,0.380018401,0.903402997
1177,70.37786448,-0.76367249,0.539619624,-1.415205185,0.157008345,0.903402997
1179,15.4816992,-0.646294092,0.762153409,-0.847984257,0.396446738,0.903402997
1181,8.266204027,-0.923172029,0.764300463,-1.207865328,0.227099068,0.903402997
1193,78.40277034,-0.671575333,0.508040174,-1.321894147,0.186203402,0.903402997
1200,18.34988418,-0.776566858,0.75966109,-1.022254355,0.306660531,0.903402997
1205,38.24451957,-0.562874607,0.636330551,-0.884563229,0.376392246,0.903402997
1214,96.1554919,0.415285692,0.39755285,1.044604992,0.296205571,0.903402997
1227,29.71845316,0.579858548,0.617397005,0.939198834,0.347628667,0.903402997
1235,32.42481266,-0.878405082,0.688481826,-1.275858053,0.202005701,0.903402997
1236,33.72962269,-0.923404968,0.686787979,-1.344526982,0.178778037,0.903402997
1239,36.86989817,-1.059038453,0.681479407,-1.554028547,0.120177607,0.903402997
1243,17.39588962,-0.713986058,0.761220275,-0.937949344,0.348270443,0.903402997
1246,32.36978807,-0.821304332,0.691039784,-1.188505135,0.234634458,0.903402997
1248,20.44565672,-0.971918467,0.753733275,-1.289472681,0.197233808,0.903402997
1252,6.381505259,0.647408861,0.763888274,0.847517737,0.396706605,0.903402997
1255,9.720605017,-1.071593895,0.764041226,-1.402534128,0.160755807,0.903402997
1256,37.90300963,0.547035012,0.569452193,0.960633779,0.336736338,0.903402997
1258,41.47647492,-0.600224351,0.637789051,-0.941101685,0.346652752,0.903402997
1259,26.81542656,-1.23684238,0.745429177,-1.659235266,0.097068394,0.903402997
1261,33.03855013,-0.880874379,0.688417121,-1.279564892,0.200698204,0.903402997
781,15.64866424,-0.633641514,0.762481036,-0.831025932,0.40595898,0.903667203
655,8.07469138,0.631844549,0.764310608,0.826685568,0.408415304,0.906329023
3,37.99579113,-0.52196248,0.639122221,-0.816686484,0.414107617,0.906646929
249,38.77172467,0.465039513,0.566785259,0.820486253,0.411938963,0.906646929
386,38.73711774,-0.51384409,0.638710291,-0.8045026,0.421106768,0.906646929
425,15.71142693,-0.616696284,0.764690451,-0.80646526,0.419974631,0.906646929
514,15.27951484,-0.614978163,0.762546403,-0.806479659,0.419966332,0.906646929
560,6.450404693,0.618416079,0.76561758,0.807734951,0.419243179,0.906646929
599,36.55674965,-0.516847516,0.638027204,-0.810071283,0.417899208,0.906646929
634,21.15084547,0.553361514,0.676695444,0.817740859,0.413505174,0.906646929
851,29.13206372,0.502493332,0.615561925,0.81631646,0.414319163,0.906646929
1190,15.43543044,-0.613448056,0.762619611,-0.804395858,0.421168393,0.906646929
160,13.54673391,0.596859389,0.748527196,0.797378361,0.425231323,0.906724318
412,1.473702004,0.611811239,0.768620215,0.795986401,0.42603994,0.906724318
578,38.88495854,-0.508189934,0.638121722,-0.796384007,0.425808871,0.906724318
1164,15.04867353,-0.606810441,0.762681794,-0.795627279,0.426248706,0.906724318
138,5.677701638,-0.605556485,0.764158099,-0.792449213,0.428098794,0.907973547
1125,22.162926,0.534660376,0.677950657,0.78864202,0.430321264,0.910002909
275,31.13432874,0.460808073,0.613679677,0.750893488,0.45271676,0.91181969
371,1.651470847,0.5882681,0.767177145,0.766795653,0.443203021,0.91181969
378,15.34895893,-0.573949607,0.763665825,-0.751571679,0.45230868,0.91181969
381,16.23621398,-0.589945501,0.763031823,-0.77315976,0.439427838,0.91181969
422,25.60678118,-0.540739855,0.702315059,-0.769939144,0.441335992,0.91181969
517,14.38742852,-0.579638136,0.763132016,-0.759551589,0.447522666,0.91181969
584,25.64202928,-0.532599274,0.702855594,-0.757764865,0.44859176,0.91181969
597,14.55174925,-0.57706952,0.763320938,-0.755998548,0.449650067,0.91181969
692,14.80135742,-0.59441957,0.763103936,-0.778949685,0.436009354,0.91181969
