"number","logFC","logCPM","PValue","FDR","GeneID"
"1",10.010896412121,12.3241639954988,0.00125112883467725,0.00198890211611248,"lmo0004"
"10",10.5118023024153,12.8004318731023,0.00012089859078511,0.000271151066659401,"lmo0021"
"100",1.81299127930618,13.1683598398411,0.00315198786758422,0.00447847574772988,"lmo0194"
"1000",8.60406851828317,10.9470564852306,0.0792551398429404,0.0874468632018928,"lmo2293"
"1003",10.0414429300607,12.3168052195688,0.00285704210519475,0.00411534677982883,"lmo2295"
"1005",1.36547106099917,12.7218382316883,0.0217258873173626,0.0265123134389158,"lmo2297"
"1007",11.5677414168755,13.8219522510534,7.23387159359744e-08,1.25093047801478e-06,"lmo2299"
"1009",11.0072049386256,13.28283811539,6.87437066567729e-06,3.12431333459308e-05,"lmo2301"
"1012",0.574549152170005,11.9551457413142,0.15622328311474,0.163849567645489,"lmo2307"
"1014",9.72457410659584,12.0591088752357,0.00336694573520184,0.00472705846783783,"lmo2309"
"102",9.03637798771932,11.3626275236805,0.0392339330875822,0.0459782786100756,"lmo0195"
"1022",11.2684454889583,13.5317831480605,1.01043066669448e-06,7.46245148631652e-06,"lmo2317"
"1025",9.60677679481813,11.9392034389698,0.00555038448466252,0.00742494830118061,"lmo2320"
"1027",10.5333795276085,12.8106532409256,0.000172381349933403,0.000373756504901477,"lmo2323"
"103",10.7876709398121,13.0815134059705,2.34285848774443e-05,7.47189173288821e-05,"sul"
"1030",10.101130527016,12.4077643531035,0.00078528437709014,0.00132563481751645,"lmo2326"
"1032",11.5565328600747,13.8091351230986,1.70638059346157e-07,2.07738933990433e-06,"int"
"1033",8.79958037070865,11.1300501663196,0.0654083995924017,0.0734937485119062,"'comK"
"1035",10.7767990134823,13.0720036713299,2.14817340286559e-05,7.01868637157468e-05,"lmo2337"
"1037",-0.355156306952137,11.0313627113722,0.845332755051992,0.845332755051992,"lmo2340"
"1038",2.09044142232781,13.4226503973692,0.000944928460118412,0.00156897957429498,"lmo2341"
"104",9.81416055198473,12.1514934068289,0.0015095711622722,0.00235745804857046,"folA"
"1040",8.59733723541289,10.9065860068881,0.167910147055676,0.175587454664416,"lmo2343"
"1044",10.5215495303491,12.8017275311861,0.000225955708431992,0.000464355354429804,"lmo2347"
"1046",10.1031423914721,12.3953674436871,0.000973879502592459,0.00160576876125129,"lmo2350"
"1047",9.9365117400729,12.2555844602742,0.00226886668560039,0.00338730877709447,"lmo2351"
"1048",11.4018518267731,13.6638034915826,3.42845954338451e-07,3.37608030036058e-06,"lmo2355"
"1050",11.3090171713325,13.5686359752471,9.31520872594922e-07,7.02604573052979e-06,"lmo2362"
"1051",2.30319239380515,13.634580802995,0.000395005848150875,0.000752847167577877,"lmo2363"
"1052",8.17123493288716,10.5349879935567,0.125731909925496,0.134455390855471,"lmo2363"
"1053",2.44411395955612,13.7611718045976,0.000762930586717798,0.00129406168895435,"lmo2371"
"1055",8.52629116029948,10.8945129361674,0.0792412817359412,0.0874468632018928,"lmo2372"
"1056",12.3324474567122,14.5485760976678,2.90094571264641e-10,2.57096313783288e-08,"lmo2378"
"106",10.5828801659408,12.888559253715,6.3740284234105e-05,0.000161977998286668,"lmo0229"
"1063",11.3179418363214,13.581575036048,6.84076536993967e-07,5.84349716540629e-06,"lmo2403"
"1065",10.6668213309598,12.9684384980853,3.89774460929695e-05,0.000111431489031917,"lmo2404"
"1067",9.64542079145169,11.9568937794201,0.00787242918485128,0.0102980669595195,"lmo2408"
"107",11.0052213577784,13.2853831462631,1.11651713241744e-05,4.39783692713315e-05,"lmo0230"
"1070",11.8121387553339,14.0429648730804,2.80983252436447e-06,1.62902760489524e-05,"lmo2414"
"1072",11.0229163581117,13.3028698116109,7.09026710705454e-06,3.20191043242145e-05,"lmo2419"
"1074",10.8052428468769,13.0776707653601,2.40946969719107e-05,7.59250673470429e-05,"lmo2422"
"1076",8.79403987467132,11.1503038946126,0.0639531868558833,0.0727813956353471,"lmo2429"
"1078",10.8477457534479,13.1268889787381,1.44671309394664e-05,5.45595523195835e-05,"lmo2431"
"1080",11.186121512943,13.4464992158087,1.84175473997332e-05,6.18864507412837e-05,"tpi"
"1082",10.5789743298001,12.8932770959423,5.33389211437627e-05,0.000141109310040775,"lmo2464"
"1085",10.8705201522957,13.1541274016043,1.46738637079669e-05,5.47566808892027e-05,"lmo2474"
"1087",11.0129339431615,13.2934905921032,7.64213125741593e-06,3.3426553123092e-05,"lmo2481"
"1089",9.813847876597,12.1528823309279,0.0012945718978249,0.00205335900572227,"lmo2485"
"109",11.472377190905,13.7185885670985,1.03632568041921e-05,4.19859947095554e-05,"lmo0235"
"1091",12.056697645926,14.2877105096799,8.01249077656387e-09,3.25500637132295e-07,"uvrB"
